所在階
"[2, 2]"
"[2, 4]"
"[2, 2]"
"[1, 2]"
"[2, 3]"
"[6, 12]"
"[2, 3]"
"[1, 5]"
"[7, 7]"
"[2, 4]"
"[30, 38]"
""
"[19, 58]"
"[4, 5]"
"[2, 3]"
"[2, 7]"
"[1, 3]"
"[15, 15]"
"[5, 14]"
"[9, 11]"
"[2, 3]"
"[2, 3]"
"[3, 12]"
"[2, 5]"
"[1, 3]"
"[7, 13]"
"[2, 5]"
"[5, 5]"
""
"[2, 3]"
"[9, 15]"
"[2, 3]"
"[1, 4]"
"[1, 5]"
"[3, 3]"
"[1, 2]"
"[2, 4]"
"[1, 2]"
"[3, 3]"
"[2, 2]"
"[2, 6]"
"[12, 15]"
"[1, 2]"
"[6, 11]"
"[2, 6]"
"[1, 3]"
"[2, 4]"
"[4, 22]"
"[25, 54]"
"[6, 14]"
"[4, 19]"
"[1, 4]"
"[2, 10]"
"[3, 14]"
"[5, 11]"
"[4, 6]"
"[6, 14]"
"[3, 6]"
"[2, 5]"
"[2, 5]"
"[3, 4]"
"[2, 2]"
"[3, 3]"
"[3, 4]"
"[3, 4]"
"[3, 9]"
"[1, 3]"
"[2, 3]"
"[2, 3]"
"[1, 5]"
"[1, 4]"
"[1, 4]"
"[2, 4]"
"[2, 2]"
"[1, 3]"
"[6, 8]"
"[2, 2]"
"[2, 2]"
"[1, 3]"
"[1, 5]"
"[8, 8]"
"[2, 3]"
"[2, 5]"
"[1, 2]"
"[2, 2]"
"[4, 11]"
"[5, 6]"
"[8, 10]"
"[2, 10]"
"[2, 4]"
"[3, 3]"
"[2, 2]"
"[3, 4]"
"[2, 2]"
"[2, 3]"
"[3, 8]"
"[3, 4]"
"[1, 3]"
"[2, 2]"
"[4, 6]"
"[1, 2]"
"[1, 4]"
"[2, 2]"
"[3, 3]"
"[2, 2]"
"[2, 3]"
"[3, 4]"
"[1, 2]"
"[21, 58]"
"[2, 2]"
"[28, 43]"
"[1, 2]"
"[6, 11]"
"[6, 13]"
"[3, 6]"
"[3, 3]"
"[13, 13]"
"[6, 6]"
"[13, 13]"
"[6, 6]"
"[1, 2]"
"[2, 5]"
"[2, 2]"
"[5, 7]"
"[2, 9]"
"[2, 9]"
"[3, 3]"
"[4, 16]"
"[2, 5]"
"[1, 3]"
"[3, 5]"
"[8, 12]"
"[2, 2]"
"[7, 8]"
"[6, 11]"
"[11, 11]"
"[2, 3]"
"[2, 3]"
"[2, 3]"
"[2, 2]"
"[2, 2]"
"[7, 9]"
"[2, 5]"
"[3, 3]"
"[2, 3]"
"[2, 2]"
""
"[8, 8]"
"[5, 14]"
"[2, 9]"
"[3, 5]"
"[2, 10]"
"[5, 10]"
"[3, 3]"
"[4, 4]"
""
"[1, 3]"
"[7, 11]"
"[2, 3]"
"[3, 5]"
"[11, 14]"
"[2, 4]"
"[1, 4]"
"[3, 3]"
"[4, 7]"
"[2, 3]"
"[3, 3]"
"[5, 7]"
"[7, 7]"
"[1, 3]"
"[3, 5]"
"[5, 9]"
"[9, 14]"
"[1, 3]"
"[2, 3]"
"[4, 10]"
"[9, 14]"
"[2, 2]"
"[2, 2]"
"[3, 3]"
"[2, 6]"
"[1, 2]"
"[7, 13]"
"[1, 3]"
"[7, 9]"
"[2, 2]"
"[1, 3]"
"[12, 12]"
"[3, 11]"
"[1, 3]"
"[3, 11]"
"[9, 15]"
"[1, 3]"
"[4, 7]"
"[2, 6]"
"[3, 14]"
"[15, 15]"
"[2, 2]"
"[1, 3]"
"[8, 10]"
"[1, 3]"
"[3, 3]"
"[4, 5]"
"[1, 15]"
"[6, 9]"
"[3, 3]"
"[2, 2]"
"[3, 4]"
"[2, 3]"
"[5, 8]"
"[1, 4]"
"[3, 12]"
"[5, 9]"
"[1, 2]"
"[3, 3]"
"[8, 13]"
"[2, 3]"
"[3, 15]"
"[5, 7]"
"[2, 2]"
"[1, 2]"
"[4, 8]"
"[4, 10]"
"[1, 2]"
"[-2, 6]"
"[7, 11]"
"[2, 2]"
"[3, 4]"
"[1, 2]"
"[3, 4]"
"[1, 5]"
"[1, 5]"
"[2, 3]"
"[4, 5]"
"[2, 2]"
"[1, 2]"
"[5, 8]"
"[1, 2]"
"[1, 4]"
"[4, 4]"
"[3, 12]"
"[1, 2]"
"[1, 2]"
"[1, 2]"
"[9, 10]"
"[2, 3]"
"[3, 5]"
"[11, 13]"
"[5, 5]"
"[5, 10]"
"[1, 4]"
"[6, 12]"
"[2, 4]"
"[3, 4]"
"[3, 7]"
"[10, 12]"
"[5, 6]"
"[7, 10]"
"[4, 4]"
"[1, 3]"
"[2, 3]"
"[2, 2]"
"[4, 5]"
"[3, 8]"
"[2, 4]"
"[1, 2]"
"[2, 3]"
"[1, 2]"
"[2, 3]"
"[1, 3]"
"[1, 2]"
"[1, 7]"
"[3, 5]"
"[1, 3]"
"[3, 5]"
"[8, 14]"
"[7, 13]"
"[1, 2]"
"[3, 13]"
"[3, 4]"
"[1, 2]"
"[2, 3]"
"[2, 3]"
"[8, 12]"
"[2, 4]"
"[2, 2]"
"[1, 4]"
"[2, 4]"
"[2, 8]"
"[6, 10]"
"[2, 13]"
"[5, 5]"
"[3, 5]"
"[1, 2]"
"[1, 4]"
"[1, 2]"
"[2, 2]"
"[2, 3]"
"[10, 11]"
"[3, 10]"
"[4, 6]"
"[11, 11]"
"[3, 8]"
"[7, 11]"
"[8, 11]"
"[3, 3]"
"[6, 15]"
"[4, 9]"
"[3, 3]"
"[7, 14]"
"[2, 4]"
"[2, 4]"
"[1, 2]"
""
"[3, 5]"
"[1, 3]"
"[3, 4]"
"[2, 2]"
"[2, 12]"
""
"[2, 3]"
"[2, 5]"
"[6, 8]"
"[1, 6]"
"[3, 3]"
"[3, 3]"
"[2, 4]"
"[2, 3]"
"[3, 6]"
"[3, 13]"
"[3, 7]"
"[3, 4]"
"[2, 2]"
"[1, 3]"
"[3, 3]"
"[5, 9]"
"[1, 2]"
""
"[3, 5]"
"[3, 6]"
"[1, 2]"
"[1, 2]"
"[1, 5]"
"[2, 4]"
"[2, 2]"
"[2, 2]"
"[4, 5]"
"[4, 4]"
"[4, 11]"
"[2, 5]"
"[1, 2]"
"[3, 9]"
"[2, 4]"
"[5, 7]"
"[4, 5]"
"[4, 9]"
"[4, 5]"
"[4, 13]"
"[1, 2]"
"[1, 9]"
"[9, 13]"
"[1, 2]"
"[4, 6]"
"[3, 3]"
"[3, 4]"
"[7, 13]"
"[5, 6]"
"[5, 10]"
"[5, 5]"
"[2, 2]"
"[3, 10]"
"[3, 3]"
"[2, 3]"
"[3, 13]"
"[1, 3]"
"[2, 10]"
"[6, 7]"
"[3, 4]"
"[4, 14]"
"[2, 3]"
"[7, 7]"
"[10, 17]"
"[7, 10]"
"[2, 2]"
"[-1, 4]"
"[4, 5]"
"[1, 2]"
"[5, 5]"
"[5, 10]"
"[2, 2]"
"[1, 3]"
"[11, 11]"
"[3, 11]"
"[4, 14]"
"[2, 10]"
"[2, 3]"
"[1, 2]"
"[3, 3]"
"[3, 4]"
"[8, 13]"
"[4, 5]"
"[3, 4]"
"[53, 53]"
"[3, 12]"
"[2, 4]"
"[4, 8]"
"[3, 3]"
""
"[2, 8]"
"[1, 2]"
"[2, 3]"
"[3, 3]"
"[1, 2]"
"[3, 5]"
"[2, 3]"
"[1, 3]"
"[1, 3]"
"[2, 6]"
"[2, 2]"
"[3, 10]"
"[-1, 4]"
"[3, 5]"
"[6, 9]"
"[2, 2]"
"[3, 14]"
"[6, 14]"
"[1, 2]"
"[1, 2]"
"[2, 3]"
"[3, 4]"
"[2, 2]"
"[1, 3]"
"[12, 18]"
"[3, 5]"
"[9, 12]"
"[2, 7]"
"[1, 5]"
"[5, 14]"
"[3, 3]"
"[2, 2]"
"[3, 8]"
"[11, 14]"
"[2, 4]"
"[2, 5]"
"[3, 4]"
"[2, 3]"
"[6, 17]"
"[5, 11]"
"[8, 12]"
"[2, 5]"
"[1, 2]"
"[1, 3]"
"[3, 7]"
"[6, 7]"
"[3, 4]"
"[11, 13]"
"[4, 10]"
"[7, 15]"
"[1, 3]"
"[1, 3]"
"[8, 25]"
"[9, 12]"
"[2, 4]"
"[5, 12]"
"[1, 5]"
"[4, 8]"
""
"[1, 3]"
"[16, 24]"
"[1, 2]"
"[3, 3]"
"[1, 2]"
"[11, 12]"
"[5, 7]"
"[1, 2]"
"[5, 6]"
"[2, 7]"
"[1, 2]"
"[2, 5]"
"[2, 2]"
""
"[8, 10]"
"[1, 6]"
"[14, 14]"
"[9, 13]"
"[1, 3]"
"[6, 12]"
"[4, 5]"
"[1, 2]"
"[6, 10]"
"[2, 2]"
"[2, 5]"
"[3, 4]"
"[12, 14]"
"[2, 3]"
"[2, 2]"
"[9, 11]"
"[2, 6]"
"[3, 5]"
"[1, 3]"
"[7, 12]"
"[5, 6]"
"[3, 3]"
"[2, 2]"
"[2, 3]"
"[5, 5]"
"[5, 9]"
"[8, 13]"
"[1, 2]"
"[4, 11]"
"[30, 42]"
"[2, 3]"
"[3, 3]"
"[3, 6]"
"[2, 2]"
"[3, 4]"
"[4, 14]"
"[6, 11]"
"[3, 5]"
"[3, 3]"
"[1, 4]"
"[2, 2]"
"[6, 14]"
"[9, 13]"
"[3, 3]"
"[1, 3]"
"[2, 2]"
"[2, 3]"
"[6, 10]"
"[1, 4]"
"[3, 8]"
"[3, 5]"
"[3, 3]"
"[15, 17]"
"[9, 12]"
"[2, 2]"
"[2, 2]"
"[1, 2]"
"[3, 4]"
"[4, 4]"
"[5, 13]"
"[3, 7]"
"[3, 7]"
"[1, 3]"
"[8, 17]"
"[3, 3]"
"[13, 21]"
"[2, 2]"
"[6, 9]"
"[3, 3]"
""
"[2, 5]"
"[2, 4]"
"[3, 5]"
"[3, 13]"
"[2, 4]"
"[9, 10]"
"[3, 4]"
"[1, 3]"
"[8, 15]"
"[2, 2]"
"[3, 5]"
"[1, 3]"
"[1, 4]"
"[1, 6]"
"[6, 7]"
"[4, 7]"
"[3, 3]"
"[2, 2]"
"[1, 2]"
"[13, 28]"
"[4, 13]"
"[1, 2]"
"[13, 14]"
"[1, 2]"
"[8, 9]"
"[4, 10]"
"[2, 3]"
"[3, 4]"
"[1, 8]"
"[7, 11]"
"[1, 3]"
"[13, 14]"
"[9, 12]"
"[2, 2]"
"[2, 2]"
"[3, 4]"
"[5, 8]"
"[1, 3]"
"[1, 5]"
"[4, 7]"
"[2, 10]"
"[1, 3]"
"[3, 3]"
"[4, 5]"
"[4, 4]"
"[2, 12]"
"[2, 3]"
"[4, 11]"
"[2, 4]"
"[4, 4]"
"[8, 12]"
"[9, 11]"
"[3, 9]"
"[1, 7]"
"[1, 2]"
"[9, 14]"
"[12, 13]"
"[3, 4]"
"[2, 3]"
"[5, 12]"
"[2, 3]"
"[2, 3]"
"[2, 2]"
"[4, 4]"
"[2, 12]"
"[2, 3]"
"[2, 13]"
"[4, 4]"
"[4, 5]"
"[6, 11]"
"[3, 3]"
"[5, 12]"
"[2, 12]"
"[1, 3]"
"[3, 6]"
"[4, 5]"
"[4, 14]"
"[3, 5]"
"[3, 10]"
"[9, 14]"
"[1, 3]"
"[4, 4]"
"[2, 3]"
"[2, 3]"
"[4, 4]"
"[1, 2]"
"[3, 4]"
"[2, 3]"
"[5, 7]"
"[2, 2]"
"[1, 2]"
"[10, 10]"
"[1, 2]"
"[8, 10]"
"[2, 2]"
"[4, 5]"
"[2, 2]"
"[1, 2]"
"[2, 5]"
"[4, 11]"
"[4, 7]"
"[12, 13]"
"[3, 12]"
"[10, 14]"
"[3, 8]"
"[3, 3]"
"[3, 3]"
"[5, 14]"
"[4, 8]"
"[1, 5]"
"[4, 4]"
"[4, 4]"
"[6, 43]"
"[2, 3]"
"[3, 10]"
"[7, 10]"
""
"[2, 7]"
"[3, 12]"
"[7, 10]"
""
"[3, 3]"
"[2, 2]"
"[3, 4]"
"[3, 5]"
"[3, 3]"
"[1, 2]"
"[1, 5]"
"[1, 4]"
""
"[2, 2]"
"[2, 6]"
"[2, 7]"
"[9, 14]"
"[9, 12]"
"[4, 22]"
"[1, 2]"
"[14, 15]"
"[2, 2]"
"[1, 2]"
"[3, 3]"
"[3, 8]"
"[8, 9]"
"[1, 3]"
"[3, 3]"
"[2, 8]"
"[2, 3]"
"[2, 2]"
"[4, 5]"
"[9, 12]"
"[2, 14]"
"[2, 2]"
"[4, 7]"
"[2, 2]"
"[1, 2]"
"[7, 11]"
"[2, 2]"
"[1, 2]"
"[6, 13]"
"[2, 14]"
"[1, 2]"
"[3, 12]"
"[6, 10]"
""
"[1, 2]"
"[10, 27]"
"[2, 2]"
"[2, 3]"
"[3, 3]"
"[4, 13]"
"[4, 14]"
"[4, 6]"
"[3, 7]"
"[2, 3]"
"[3, 4]"
"[1, 2]"
"[3, 3]"
"[1, 2]"
"[3, 3]"
"[2, 13]"
"[3, 5]"
"[7, 14]"
"[8, 12]"
"[1, 3]"
"[1, 14]"
"[2, 4]"
"[5, 5]"
"[4, 4]"
"[2, 3]"
"[1, 3]"
""
"[7, 7]"
"[3, 5]"
""
"[5, 5]"
"[4, 4]"
"[1, 2]"
"[2, 3]"
"[7, 9]"
"[2, 10]"
"[3, 11]"
"[5, 13]"
"[9, 9]"
"[9, 14]"
"[1, 2]"
"[9, 12]"
"[6, 7]"
"[1, 2]"
"[4, 14]"
"[3, 3]"
"[2, 2]"
"[2, 2]"
"[1, 4]"
"[1, 2]"
"[12, 14]"
"[13, 15]"
"[3, 12]"
"[8, 8]"
"[6, 7]"
"[4, 4]"
"[4, 8]"
"[1, 2]"
"[4, 5]"
"[2, 6]"
"[1, 3]"
"[5, 19]"
"[9, 11]"
"[2, 2]"
"[2, 2]"
"[1, 2]"
"[5, 14]"
"[3, 5]"
"[2, 7]"
"[1, 2]"
"[4, 6]"
"[2, 3]"
"[4, 5]"
"[4, 11]"
"[3, 3]"
"[1, 3]"
"[4, 14]"
"[2, 9]"
"[9, 14]"
"[2, 2]"
"[2, 2]"
"[2, 6]"
"[7, 11]"
"[2, 3]"
"[2, 9]"
"[5, 5]"
"[14, 21]"
"[2, 3]"
"[3, 9]"
"[11, 13]"
"[2, 3]"
"[3, 10]"
"[2, 2]"
"[9, 22]"
"[2, 2]"
"[2, 5]"
"[7, 13]"
"[1, 4]"
"[3, 3]"
"[5, 6]"
"[5, 7]"
"[3, 15]"
"[3, 5]"
"[2, 2]"
"[1, 4]"
"[1, 5]"
"[2, 15]"
"[4, 4]"
"[5, 14]"
"[3, 4]"
"[2, 6]"
"[2, 4]"
"[2, 5]"
"[5, 9]"
"[2, 2]"
"[3, 5]"
"[4, 12]"
"[3, 6]"
"[5, 5]"
"[2, 14]"
"[1, 2]"
"[5, 16]"
"[5, 10]"
"[6, 10]"
"[1, 5]"
"[9, 11]"
"[5, 7]"
"[4, 4]"
"[3, 3]"
"[1, 2]"
"[2, 2]"
"[5, 8]"
""
"[3, 4]"
"[1, 4]"
"[2, 3]"
"[5, 10]"
"[5, 12]"
"[4, 5]"
"[2, 15]"
"[2, 3]"
"[7, 10]"
"[1, 2]"
"[2, 7]"
"[1, 3]"
"[4, 4]"
"[2, 7]"
"[2, 2]"
"[3, 4]"
"[7, 8]"
""
"[4, 7]"
"[2, 2]"
"[2, 2]"
"[1, 2]"
"[1, 5]"
"[7, 13]"
"[1, 2]"
"[2, 3]"
"[4, 4]"
"[1, 4]"
"[15, 21]"
"[14, 22]"
"[3, 23]"
"[3, 3]"
"[2, 4]"
"[1, 4]"
"[2, 9]"
"[10, 10]"
"[2, 3]"
"[7, 8]"
"[5, 11]"
"[1, 2]"
"[2, 2]"
"[2, 8]"
"[2, 7]"
"[2, 9]"
"[5, 14]"
"[2, 2]"
"[2, 2]"
"[2, 2]"
"[1, 2]"
""
"[10, 13]"
"[1, 3]"
"[2, 8]"
"[19, 27]"
"[8, 15]"
"[3, 4]"
""
"[6, 23]"
"[2, 2]"
"[2, 5]"
"[13, 14]"
"[5, 28]"
"[3, 5]"
"[4, 4]"
"[2, 3]"
"[2, 2]"
"[3, 5]"
"[1, 3]"
"[3, 4]"
"[2, 4]"
"[9, 11]"
"[4, 9]"
"[2, 2]"
"[4, 7]"
"[6, 12]"
"[3, 3]"
"[3, 3]"
"[7, 15]"
"[1, 2]"
"[1, 3]"
"[1, 2]"
"[3, 7]"
"[1, 4]"
"[2, 7]"
"[3, 7]"
"[1, 2]"
"[6, 7]"
"[10, 25]"
"[2, 3]"
"[2, 2]"
"[2, 3]"
"[2, 1]"
"[4, 14]"
"[11, 14]"
"[5, 11]"
"[6, 6]"
"[3, 7]"
"[2, 3]"
"[1, 3]"
"[13, 13]"
"[3, 3]"
"[10, 11]"
"[1, 7]"
"[3, 11]"
"[6, 13]"
"[14, 39]"
"[1, 4]"
"[2, 2]"
"[1, 2]"
"[2, 5]"
"[7, 7]"
"[6, 8]"
"[2, 2]"
"[2, 5]"
"[3, 9]"
"[8, 12]"
"[3, 6]"
"[11, 14]"
"[7, 8]"
"[8, 12]"
"[5, 5]"
"[2, 3]"
"[13, 19]"
"[2, 4]"
"[2, 3]"
"[3, 3]"
"[5, 6]"
"[5, 14]"
"[4, 10]"
"[4, 10]"
"[1, 5]"
"[2, 10]"
""
""
"[7, 12]"
"[2, 2]"
"[7, 11]"
"[2, 3]"
"[10, 15]"
"[3, 9]"
"[2, 6]"
"[1, 2]"
"[6, 7]"
"[2, 3]"
"[3, 4]"
"[1, 2]"
"[8, 9]"
"[14, 15]"
"[1, 2]"
"[2, 3]"
"[4, 4]"
"[2, 3]"
"[7, 9]"
"[3, 3]"
"[2, 3]"
"[4, 4]"
"[5, 14]"
"[9, 12]"
"[2, 4]"
"[7, 13]"
"[2, 2]"
"[7, 15]"
"[4, 7]"
"[2, 4]"
"[2, 6]"
"[2, 2]"
"[4, 6]"
"[6, 6]"
"[2, 8]"
"[11, 12]"
"[3, 3]"
"[9, 14]"
"[1, 2]"
"[2, 3]"
"[1, 2]"
"[3, 3]"
"[7, 10]"
"[3, 3]"
"[8, 12]"
"[2, 3]"
"[4, 5]"
"[11, 12]"
"[30, 33]"
""
"[2, 3]"
"[4, 8]"
"[3, 5]"
"[26, 50]"
"[3, 3]"
"[5, 5]"
"[1, 2]"
"[2, 2]"
"[2, 4]"
"[9, 9]"
"[1, 3]"
"[4, 4]"
"[2, 3]"
"[1, 8]"
"[2, 2]"
"[7, 12]"
"[6, 6]"
"[5, 7]"
"[4, 7]"
"[3, 3]"
"[4, 6]"
"[2, 2]"
"[1, 5]"
"[13, 14]"
"[1, 2]"
"[7, 8]"
"[5, 14]"
"[5, 12]"
"[2, 5]"
"[2, 3]"
"[7, 11]"
"[4, 7]"
"[2, 6]"
"[1, 2]"
"[6, 10]"
"[2, 6]"
"[3, 4]"
"[5, 9]"
"[1, 2]"
"[1, 2]"
"[3, 3]"
"[1, 3]"
"[3, 8]"
"[2, 7]"
"[1, 2]"
"[3, 3]"
"[5, 8]"
"[2, 2]"
"[3, 3]"
"[4, 4]"
"[2, 5]"
""
"[1, 2]"
"[4, 6]"
"[8, 9]"
"[1, 4]"
"[4, 10]"
"[6, 15]"
"[3, 7]"
"[8, 14]"
"[3, 4]"
"[10, 13]"
"[3, 3]"
"[3, 4]"
"[12, 12]"
"[3, 3]"
"[1, 3]"
"[2, 2]"
"[1, 3]"
"[3, 4]"
"[2, 11]"
"[1, 5]"
"[1, 2]"
"[1, 3]"
"[1, 3]"
"[5, 7]"
"[6, 6]"
"[3, 4]"
"[1, 4]"
"[2, 2]"
"[6, 13]"
"[3, 15]"
"[2, 6]"
"[9, 13]"
"[3, 4]"
"[9, 12]"
"[2, 12]"
"[1, 11]"
"[6, 8]"
"[2, 5]"
"[2, 3]"
"[7, 8]"
"[3, 10]"
"[1, 2]"
"[7, 9]"
"[1, 2]"
"[2, 4]"
"[6, 10]"
"[13, 14]"
""
"[1, 2]"
"[3, 3]"
"[1, 4]"
"[2, 2]"
"[1, 5]"
"[11, 11]"
"[2, 2]"
"[2, 4]"
"[3, 3]"
"[3, 5]"
"[2, 8]"
"[2, 3]"
"[6, 6]"
""
"[2, 10]"
"[1, 2]"
"[3, 4]"
"[2, 2]"
"[2, 2]"
"[8, 8]"
"[2, 3]"
"[2, 4]"
"[7, 13]"
"[4, 8]"
"[7, 7]"
"[4, 4]"
"[3, 3]"
"[1, 8]"
"[2, 4]"
"[2, 3]"
"[7, 12]"
"[2, 2]"
"[3, 5]"
"[9, 14]"
"[6, 9]"
"[12, 13]"
""
"[5, 10]"
""
"[2, 4]"
"[7, 12]"
"[7, 14]"
"[4, 9]"
"[1, 7]"
"[2, 2]"
"[7, 8]"
"[1, 2]"
"[1, 3]"
"[1, 5]"
"[4, 10]"
"[2, 4]"
"[36, 41]"
"[4, 5]"
"[2, 2]"
"[3, 3]"
"[14, 15]"
"[5, 6]"
"[3, 10]"
"[2, 2]"
"[4, 8]"
"[1, 7]"
"[2, 2]"
"[1, 2]"
"[2, 6]"
"[3, 7]"
"[7, 9]"
"[5, 6]"
"[3, 4]"
"[2, 4]"
""
"[6, 9]"
"[2, 3]"
"[2, 5]"
"[1, 3]"
"[1, 3]"
"[2, 8]"
""
"[4, 8]"
"[9, 10]"
"[3, 7]"
"[4, 24]"
"[6, 8]"
"[3, 3]"
"[6, 10]"
"[2, 18]"
"[8, 12]"
"[4, 13]"
"[1, 2]"
"[1, 3]"
"[3, 9]"
"[2, 3]"
"[2, 15]"
"[7, 10]"
"[6, 12]"
"[2, 3]"
"[3, 11]"
"[5, 6]"
"[9, 11]"
"[19, 40]"
"[13, 14]"
"[10, 10]"
"[2, 2]"
"[2, 2]"
"[3, 11]"
"[5, 10]"
"[3, 3]"
"[1, 2]"
"[4, 5]"
"[2, 6]"
"[3, 3]"
"[10, 10]"
"[2, 6]"
"[4, 4]"
"[10, 12]"
"[10, 15]"
"[6, 13]"
"[2, 6]"
"[3, 10]"
"[3, 14]"
"[4, 13]"
"[2, 3]"
"[1, 6]"
"[3, 21]"
"[7, 8]"
"[5, 6]"
"[1, 2]"
"[3, 7]"
"[2, 11]"
"[2, 5]"
"[2, 2]"
"[5, 17]"
"[1, 2]"
"[2, 2]"
"[1, 5]"
"[1, 2]"
"[2, 2]"
"[4, 4]"
"[5, 11]"
"[3, 3]"
"[3, 11]"
"[8, 14]"
"[5, 8]"
"[5, 5]"
"[2, 15]"
"[1, 2]"
"[4, 9]"
"[2, 10]"
"[13, 14]"
"[1, 3]"
"[2, 2]"
"[4, 7]"
"[3, 4]"
"[1, 3]"
"[6, 14]"
"[5, 5]"
"[5, 5]"
"[1, 2]"
"[1, 3]"
"[8, 11]"
"[10, 10]"
"[2, 3]"
"[2, 2]"
"[2, 2]"
"[11, 11]"
"[2, 4]"
"[1, 3]"
"[4, 4]"
"[4, 4]"
"[7, 13]"
"[2, 2]"
"[2, 4]"
"[4, 4]"
"[1, 2]"
"[2, 2]"
"[5, 6]"
"[4, 15]"
"[1, 3]"
"[1, 3]"
"[3, 15]"
"[8, 15]"
"[9, 10]"
"[2, 2]"
"[3, 3]"
"[3, 4]"
"[5, 12]"
"[3, 3]"
""
"[3, 9]"
