id,予測値
31676,273473.7530273213
31677,98774.07997238534
31678,93494.63792362012
31679,195678.31373732822
31680,547550.1479560018
31681,83887.39430160736
31682,93664.51531050757
31683,253527.6671926636
31684,91390.02744519836
31685,114465.41178266842
31686,119399.09543625156
31687,88561.4816545569
31688,79963.50750657698
31689,75611.29801418468
31690,155793.15504448558
31691,74388.083878015
31692,55877.79634744499
31693,197240.73434567574
31694,118630.83441863596
31695,48018.06211310389
31696,158881.80924794177
31697,170315.3250392288
31698,90725.14528980441
31699,141672.86550146394
31700,153066.2656275102
31701,82950.69075214532
31702,49093.546697475584
31703,199037.28778839915
31704,386136.9708122416
31705,56051.48619484657
31706,112910.67442716926
31707,65676.9761684739
31708,64447.50102445061
31709,116047.47692625373
31710,101078.60215209496
31711,91029.60304221921
31712,101146.14477655152
31713,52561.4864300062
31714,88889.57431352134
31715,75312.53717097065
31716,63131.52324175571
31717,87084.03533043864
31718,82354.22807569234
31719,127557.47696403164
31720,93957.45272412308
31721,60115.44318878469
31722,159328.8626773138
31723,160949.80847412435
31724,253922.3317358608
31725,165082.93688835495
31726,111001.83529613052
31727,155880.52820357154
31728,90041.5193876185
31729,121655.52527422256
31730,121501.43555538985
31731,123867.13073162254
31732,173055.579828228
31733,138217.95428122694
31734,90593.90647522679
31735,177879.6035498939
31736,160454.96742721315
31737,74509.36709843934
31738,143542.20459054946
31739,61421.954871852155
31740,78046.05369310894
31741,111126.98177484096
31742,118661.91099920936
31743,78125.35596813858
31744,122387.83211609676
31745,129167.08419454261
31746,266468.4302376756
31747,130435.98291331607
31748,85801.59794963566
31749,121277.96482013124
31750,109337.43190457637
31751,252424.78360673093
31752,85282.37898087647
31753,273339.62435953814
31754,164220.28589322174
31755,65421.183357952366
31756,96220.77800595548
31757,100797.07840415952
31758,91135.79542656027
31759,156582.18784396222
31760,110663.61112009056
31761,84472.38110899771
31762,93448.54043671358
31763,177728.63631244138
31764,93021.76194837282
31765,82307.42286395875
31766,116072.02804270477
31767,173322.70122254593
31768,99213.43878448431
31769,138364.40351040766
31770,163629.1372288728
31771,123388.19103641392
31772,216680.18682860333
31773,227250.80932752247
31774,168024.89541532448
31775,224167.034713749
31776,131372.81255610278
31777,103491.78815406816
31778,100716.6021008294
31779,36400.37854487664
31780,81368.69952660607
31781,120651.5435512569
31782,45787.94713797688
31783,87871.08034505302
31784,143707.70801952627
31785,192582.60662792093
31786,49566.24520522177
31787,223756.56332011928
31788,140489.57042442317
31789,316864.43500158004
31790,113573.62949543084
31791,64157.82618574453
31792,90560.05616680118
31793,93768.27950670468
31794,95891.91796710224
31795,93799.84033035571
31796,51872.866366983886
31797,138695.51128862763
31798,93978.6261710515
31799,58641.402874212916
31800,108983.94578163727
31801,60606.27388174493
31802,147484.21324757722
31803,149360.55434692258
31804,54838.44460169441
31805,125854.91091117487
31806,88664.99791574493
31807,78479.60894172758
31808,146190.29048372945
31809,117896.43766804281
31810,136796.89173995313
31811,108638.11543147064
31812,50118.28922773668
31813,61999.673814081296
31814,52296.20530658208
31815,95505.78260425667
31816,81466.93474978437
31817,99419.0169428756
31818,66854.03093989422
31819,137869.46312748137
31820,314482.11167284346
31821,117157.78348256543
31822,53095.91238637015
31823,105100.80988778868
31824,58369.20331344581
31825,124024.71984959509
31826,84021.60466816212
31827,197910.00415196602
31828,134926.34282870125
31829,70743.02061487269
31830,83171.24701650595
31831,104378.68368818483
31832,87409.9977744749
31833,137356.4862330322
31834,136484.26383953422
31835,86781.56026493984
31836,103514.69345042334
31837,123554.68763146395
31838,394096.1842290484
31839,131475.55815973855
31840,80567.0894029939
31841,105443.71968505961
31842,122021.2775344234
31843,62893.61865336627
31844,147809.31914665858
31845,78721.88849505539
31846,101992.86095753376
31847,99559.42353082246
31848,94691.79272162387
31849,160414.10124847956
31850,98840.98859438662
31851,124128.83480004953
31852,108411.55028910984
31853,67964.30598029963
31854,281994.6484731332
31855,83668.83261421396
31856,66815.11029290853
31857,156954.88307202805
31858,103116.31393049986
31859,179456.3361847378
31860,90430.2597307653
31861,65215.06625225669
31862,71923.56427768865
31863,84786.24812749596
31864,99084.86192154922
31865,72728.84806371349
31866,79145.46335941265
31867,83026.29890748707
31868,183927.77746524906
31869,146109.03721608367
31870,48462.78388066771
31871,92272.67316911563
31872,86745.77140157935
31873,117581.49913923578
31874,64387.153784435635
31875,112176.3108339637
31876,94926.16865467001
31877,103755.27315325462
31878,103870.48267346082
31879,113615.64727693598
31880,102491.62606181571
31881,176393.89170208087
31882,128087.13290839837
31883,70428.91760563248
31884,75313.38582667062
31885,86390.32698035058
31886,511692.9116593359
31887,109386.07948702388
31888,60522.723747786564
31889,276571.2099890672
31890,77361.97551891927
31891,126244.57808219433
31892,97314.81610806036
31893,75183.51976040032
31894,65328.794855500986
31895,119734.60815478198
31896,82544.96410597062
31897,130621.80864289
31898,294184.52686882415
31899,71906.46606344168
31900,111721.53915288218
31901,88079.78279107687
31902,87259.86992933127
31903,151494.4142381366
31904,104309.7850030867
31905,82213.21392516082
31906,66426.4840802885
31907,118885.35153814388
31908,395292.8106215019
31909,61130.890243301474
31910,107587.91415835754
31911,56983.342465268666
31912,77323.43159009071
31913,59205.17940392691
31914,369691.3200014952
31915,73955.60094739802
31916,419913.12196919357
31917,63308.3698341916
31918,118883.41622280923
31919,207428.54428863467
31920,91194.52140209868
31921,234531.37971782824
31922,82805.12678584995
31923,210806.4240463777
31924,107438.2412889582
31925,143387.83000910722
31926,156268.83476374234
31927,243584.21347705793
31928,98162.87071773206
31929,51089.42221198736
31930,74182.01031979201
31931,100200.88676989952
31932,145286.36127931497
31933,115042.4697218964
31934,203718.12514542695
31935,75346.88337755366
31936,122724.30800280777
31937,93649.14449193957
31938,95493.6261425611
31939,64112.2828956092
31940,95882.13550354846
31941,88210.83277263085
31942,137047.68110886036
31943,116035.82976191655
31944,80615.24957676491
31945,105677.36005864342
31946,103762.1078426663
31947,170510.26087894005
31948,112326.67688336951
31949,79506.7893011571
31950,121550.98128538637
31951,92924.52012677173
31952,90737.38015323934
31953,132588.7882742454
31954,101577.3197910584
31955,130702.63159925478
31956,134947.37857908205
31957,121672.05902367547
31958,96180.06469526768
31959,133791.09521610744
31960,365740.51281769923
31961,94184.64880890782
31962,107792.85481374164
31963,101866.93569890838
31964,101690.182039586
31965,123405.43267887822
31966,357072.86514539167
31967,167757.46520289918
31968,134995.4276545107
31969,69252.9805826291
31970,97427.57166172404
31971,86938.97947930786
31972,98566.18346635418
31973,58249.58648976909
31974,147096.40458664205
31975,130887.59798170262
31976,86148.36715543775
31977,75717.49097695277
31978,98308.1070733948
31979,111221.32680247526
31980,137527.83638279265
31981,51593.55003623311
31982,72849.9241649777
31983,107239.68825318615
31984,110225.55330354972
31985,114602.5552920773
31986,109675.82308088965
31987,78656.21139715807
31988,90535.34222349602
31989,97075.03924535544
31990,69486.17386051314
31991,67678.39604397333
31992,138166.15977872995
31993,63802.5731603992
31994,52740.42550404955
31995,57019.61589186729
31996,106200.83916267728
31997,146127.18464851577
31998,123868.41404610366
31999,200226.48580746393
32000,85892.93345608117
32001,55917.43920142344
32002,106582.48483382157
32003,70483.13341997884
32004,87522.50320081483
32005,80023.9082612425
32006,57872.594648616665
32007,93001.34148213337
32008,139456.5304262502
32009,100840.98866037215
32010,169439.70387307068
32011,139224.5728970893
32012,150049.58907681293
32013,84756.52692299709
32014,74089.09091655767
32015,90249.59798252606
32016,66384.16502823499
32017,63912.35104884436
32018,48017.01335306306
32019,281499.2375416746
32020,168689.0046311816
32021,157343.68671492016
32022,101137.40850362327
32023,534316.94351975
32024,135738.41444614372
32025,79317.02811657617
32026,262798.74820878386
32027,58727.88334987112
32028,158434.68917178438
32029,1147607.7927301808
32030,98562.59504688083
32031,84963.37574444531
32032,107951.24282729143
32033,68901.38996790478
32034,106793.19938815897
32035,182961.95606907812
32036,102818.0336905081
32037,123960.89588122725
32038,54008.385755719864
32039,70526.64560280468
32040,117918.50992300658
32041,117581.49913923578
32042,62217.74137335882
32043,55782.772700029585
32044,129172.52447539935
32045,111832.51188077577
32046,56138.59018792394
32047,68711.0368495479
32048,80707.13693822981
32049,83046.69153727878
32050,95541.31930704699
32051,59529.485668923415
32052,601154.8192241278
32053,102341.46705936381
32054,100570.12807657864
32055,151785.22229988023
32056,96499.51150059394
32057,58256.443107044484
32058,92524.82995168827
32059,119633.16578461466
32060,64407.07260784549
32061,93806.28709699494
32062,71317.18677017221
32063,91428.84822793485
32064,189642.73583482997
32065,288830.1094195418
32066,158166.80870523723
32067,193252.51436021758
32068,74105.72312184027
32069,89502.38659652605
32070,85474.8934860311
32071,154217.24223148887
32072,52386.765134065485
32073,111753.19364957896
32074,87046.85102829401
32075,83156.10781573187
32076,57531.769508366735
32077,78361.04204457221
32078,58567.53957187252
32079,98204.84761402791
32080,79512.54756824624
32081,67411.24742581998
32082,89353.06294395079
32083,66448.03997754972
32084,106596.05385554046
32085,105312.07905678924
32086,106532.03335731266
32087,324664.938793079
32088,97424.21811394265
32089,99419.0169428756
32090,197220.65221138732
32091,107242.88943304183
32092,97782.83945066095
32093,110310.96170981896
32094,188325.21431677102
32095,71880.63084785269
32096,121670.80652538163
32097,161439.3472694594
32098,175051.04396096471
32099,85472.43073600641
32100,61178.19844208461
32101,71215.4706588826
32102,262590.33149210166
32103,92942.99324576645
32104,98044.98761000416
32105,94014.35448164553
32106,150986.4378581775
32107,117157.78348256543
32108,92819.53443841427
32109,69100.19764542024
32110,140643.49745535973
32111,60264.430794103406
32112,123452.38933659779
32113,172174.8299151841
32114,108943.60797040806
32115,112397.68270083217
32116,117607.55122092033
32117,74779.09797676365
32118,56977.6413544158
32119,76972.75851474033
32120,89928.02431958116
32121,46676.40876400043
32122,83338.89575259347
32123,49267.57642208447
32124,88986.66793789368
32125,407317.02905704174
32126,118253.27313779082
32127,121655.52527422256
32128,94838.72896914862
32129,65283.63297777062
32130,92178.56320442671
32131,100457.2466840678
32132,126175.22878422763
32133,161001.0115528712
32134,104500.2674509434
32135,235533.59207657794
32136,63634.04472057628
32137,202955.06232713308
32138,123195.94386949667
32139,88788.70108412992
32140,267692.3994497544
32141,131915.26106861618
32142,58330.724609958546
32143,85246.02702680505
32144,137489.05779945076
32145,110532.29340346396
32146,77777.48888518641
32147,223510.75393287046
32148,145802.1902380688
32149,90805.76153033513
32150,57691.906228725595
32151,128034.27370559296
32152,121994.08911595444
32153,150981.65974829695
32154,93957.45272412308
32155,110843.17489928474
32156,118199.06787026013
32157,78630.18168832838
32158,57819.09061030703
32159,139769.79119838536
32160,189122.23327056036
32161,139009.05830991198
32162,102243.73450647676
32163,49746.39928552529
32164,156612.95158844878
32165,95379.9417899831
32166,115131.77607588803
32167,61536.830103173386
32168,168435.40918821382
32169,123389.24656422267
32170,121723.06099388085
32171,60063.06440299212
32172,62013.71704170762
32173,118629.75345670365
32174,168385.537046525
32175,47619.4031283158
32176,93255.67239983319
32177,85150.25654356493
32178,207919.96897611534
32179,87830.46488239022
32180,104306.56922951998
32181,395866.59661994805
32182,161340.52506948778
32183,128508.21685890306
32184,118630.83441863596
32185,67226.82427988359
32186,153456.3835804618
32187,73297.8445107588
32188,142517.83719362697
32189,113848.05913381884
32190,56519.66357062085
32191,754797.9687853875
32192,128393.98132109147
32193,78806.7712105836
32194,136843.52257050062
32195,176957.67839797604
32196,86947.26055110224
32197,68190.30420194045
32198,106178.36917829938
32199,160141.71540487505
32200,238650.48867463076
32201,114405.37978168225
32202,136371.20518540614
32203,99236.56808356149
32204,84889.67255559299
32205,56972.719571013
32206,81525.74723340636
32207,82641.01488074855
32208,78693.37349422574
32209,163983.51795732442
32210,145743.95274029672
32211,72754.02566022382
32212,110176.27569502786
32213,97351.53977581201
32214,144404.1968241817
32215,89309.57162413104
32216,308071.4612154527
32217,111335.6339412537
32218,97099.03268440743
32219,123273.54783133141
32220,66739.52874961596
32221,187792.12046433947
32222,108327.19920625916
32223,117594.181723743
32224,180878.79088078678
32225,101612.33477131539
32226,191755.62541971685
32227,265644.9604804795
32228,87243.33708570046
32229,73459.20021756022
32230,90903.0684313154
32231,59161.01924260762
32232,61198.17778123145
32233,159491.33013331812
32234,210573.78292990173
32235,118734.56201797379
32236,116831.14894201193
32237,172572.82671604794
32238,97218.23953364088
32239,49140.30809251664
32240,175670.10608065722
32241,88158.64052567109
32242,134988.8836320528
32243,58180.191099051655
32244,110143.02359205802
32245,201779.60674288194
32246,98501.36318174588
32247,166836.3339453008
32248,131018.5700712965
32249,104990.27079126771
32250,64424.53148065906
32251,126816.74517054958
32252,117477.52439298815
32253,69579.8122047922
32254,138612.15081216872
32255,96692.81196682525
32256,147832.76661001038
32257,110978.37765278183
32258,86428.11471116118
32259,72030.79380025825
32260,136970.67021507904
32261,115219.40260977518
32262,131297.96533016572
32263,68778.71920732864
32264,137411.1936447388
32265,117915.35073254918
32266,86100.56277457412
32267,356393.3319754164
32268,97157.7309711377
32269,56011.31273925035
32270,86768.7871895197
32271,80301.56516408597
32272,204754.7759689206
32273,58739.26014117041
32274,82125.87638787155
32275,102165.9261157484
32276,102597.8356361634
32277,88884.34632998166
32278,91894.98957113718
32279,65157.155523519505
32280,130478.806159406
32281,46127.926186546036
32282,141389.3416982229
32283,58014.723200901746
32284,168217.4651024584
32285,97969.71787468485
32286,81529.37072998867
32287,129011.53983472998
32288,60981.84170829206
32289,64316.594808401416
32290,215285.91477915636
32291,104047.3497365575
32292,63662.10570299593
32293,228965.5860438581
32294,111841.09979093347
32295,49854.00973495053
32296,106008.54066316481
32297,71892.32457442264
32298,104316.84307096817
32299,154226.19545258244
32300,73486.20879938581
32301,84636.89360448939
32302,95059.54250547854
32303,128432.03555858319
32304,91903.56263833246
32305,173613.73974769138
32306,98844.21938191095
32307,210602.5317672635
32308,105532.08568563999
32309,61551.315282051175
32310,202674.884181528
32311,68375.10425299269
32312,75776.7693265631
32313,82611.57424755959
32314,193517.7075519507
32315,272888.4694420509
32316,48473.69717305082
32317,38186.25923895908
32318,371225.24339185224
32319,131238.44815743313
32320,128066.27340538093
32321,93616.31830242166
32322,156507.38379449776
32323,220902.60273789437
32324,97346.61049943397
32325,67330.33541097277
32326,192612.03280878268
32327,47563.75257859223
32328,103068.2345844513
32329,164024.36820692196
32330,144793.11715753982
32331,167632.47660825276
32332,79212.93863298258
32333,234933.62049389677
32334,95992.6641508433
32335,60727.91337819838
32336,83318.06410883664
32337,97958.77162030654
32338,103269.62885559851
32339,209360.83367511694
32340,166533.05852511968
32341,126520.69272437449
32342,53522.843221470815
32343,76749.86747501422
32344,145918.7764943072
32345,57695.3146813639
32346,85527.92514329503
32347,95906.36848678798
32348,85907.17953431408
32349,56393.10812095592
32350,78347.66373889307
32351,83564.73057828072
32352,102687.08028121007
32353,72303.916673308
32354,92969.53488778934
32355,91034.44725556536
32356,83338.89575259347
32357,287835.8353149559
32358,182793.47008663413
32359,73249.71652971419
32360,178428.64543607528
32361,75614.59624167836
32362,186969.0080626114
32363,95009.65317295556
32364,83575.43999107293
32365,177883.32016549027
32366,104875.99976556966
32367,64861.85897976197
32368,133207.11130796158
32369,259670.7152802009
32370,256669.96946629556
32371,97875.80946719152
32372,66082.04036796509
32373,49263.47650765619
32374,89781.97858999335
32375,112233.23371852416
32376,165300.44510440965
32377,106573.8411905576
32378,142157.94265714666
32379,103152.33728821334
32380,113065.68566423227
32381,69396.37773799963
32382,187446.84436971118
32383,105106.16962083406
32384,66972.22534376419
32385,86278.37383883007
32386,148392.2363861716
32387,86824.44821214404
32388,56114.96683212057
32389,166765.73662376398
32390,80156.05111127632
32391,114657.61988035822
32392,71937.35142105029
32393,129501.70824094971
32394,43396.55035598161
32395,117313.64755223613
32396,90919.14527458412
32397,229703.0407145727
32398,207428.54428863467
32399,136628.63734011925
32400,130347.12026062582
32401,94983.85568540083
32402,252760.97785487073
32403,95082.09494979095
32404,166955.93200935307
32405,123969.08322897987
32406,83428.39577793972
32407,76370.40605853774
32408,97158.78124162016
32409,96242.33883347025
32410,71700.98653887844
32411,155231.88647949265
32412,70416.57488437569
32413,238549.42740800887
32414,76310.96154927788
32415,112268.67660732471
32416,91344.07297522284
32417,109790.82310625588
32418,69838.2288464503
32419,108436.89565565907
32420,100704.11392740157
32421,128738.94566587519
32422,67006.76069766963
32423,124948.42835448874
32424,80283.28777310502
32425,116714.29352170887
32426,59799.398796463895
32427,298925.62198064174
32428,120617.23352398581
32429,156632.9988153581
32430,237214.8494710794
32431,86854.30161403026
32432,88429.3628542704
32433,217439.2835824683
32434,105197.9762506377
32435,67938.78974191422
32436,167952.76078182913
32437,365889.8438902789
32438,69385.7366191186
32439,88563.97116872724
32440,65567.86671805957
32441,96400.8704495622
32442,127273.65137158672
32443,73646.14550509927
32444,69081.65590103684
32445,67045.51747087199
32446,56581.91990797341
32447,90583.08612756332
32448,100799.87038928845
32449,49210.85439280632
32450,145388.975466599
32451,52168.881698632824
32452,60673.15392994073
32453,56285.18326371821
32454,80817.67033831151
32455,202828.68833524562
32456,114841.58264806366
32457,87091.14688693681
32458,98614.74305997154
32459,61248.27433196992
32460,516657.167134134
32461,64522.30348482741
32462,54925.599009291414
32463,123973.94449462864
32464,176883.4874589127
32465,146670.14890085638
32466,83057.32103335686
32467,89220.48930606036
32468,223880.9896002483
32469,61588.96252657047
32470,112273.42579768362
32471,71437.64417598367
32472,144190.3193497258
32473,96775.08227268074
32474,127540.68091386676
32475,104104.83227487493
32476,151717.143680139
32477,153179.57119752528
32478,60354.85998236764
32479,99609.95350587842
32480,45712.366206366205
32481,80409.8676951007
32482,106973.69933317802
32483,97096.51567355116
32484,164793.95479569168
32485,163584.88452345505
32486,136114.03172191972
32487,192771.42395167687
32488,114558.41549850549
32489,306075.9574722999
32490,391045.87218602106
32491,150234.81114902176
32492,191875.22244363968
32493,136824.72144702502
32494,152839.78025034128
32495,87583.44598402326
32496,98507.05808519473
32497,92805.3317200082
32498,53991.411575534585
32499,120128.01966584625
32500,207570.74613424198
32501,99060.74962785387
32502,104987.23234828445
32503,65625.1477102803
32504,121836.19375087164
32505,54794.322242440976
32506,79890.90301606257
32507,115699.6443663199
32508,180631.60214840632
32509,91301.26170912507
32510,69975.79185142844
32511,62341.19873427116
32512,62005.496945671446
32513,299850.7827071252
32514,78125.35596813858
32515,162987.34605613427
32516,121433.17084807201
32517,104856.16597433461
32518,93006.1300279321
32519,131396.75070986873
32520,106518.02200465444
32521,109934.20944234224
32522,304250.49346269516
32523,88953.32085356455
32524,127817.73185546571
32525,93815.26259281603
32526,115127.43498999
32527,74817.34921145342
32528,116199.96901933826
32529,191269.88082942343
32530,98454.6147156619
32531,53293.75604737805
32532,64396.68670787617
32533,82161.34201871653
32534,260831.79304198892
32535,180119.81471688295
32536,144568.73227009317
32537,80771.36714313334
32538,108117.44818266324
32539,140539.03653217363
32540,69630.8950511585
32541,146306.6647350495
32542,89161.47986327115
32543,77899.9588653312
32544,42844.00838239388
32545,90904.66678934966
32546,205165.10250003377
32547,86033.89112688767
32548,42702.730886148434
32549,113620.12430289458
32550,77503.2177164414
32551,246457.31938973727
32552,75556.8657048311
32553,159336.7186942301
32554,149900.69941786677
32555,232921.05776197667
32556,85961.99558583197
32557,73037.34763473921
32558,58548.41222351364
32559,68541.65459011178
32560,102478.89150259153
32561,94702.3049896551
32562,156678.28135616583
32563,139950.9317804646
32564,56543.62844085547
32565,282028.3789060849
32566,85783.79500264951
32567,141859.78564277146
32568,84682.33985876976
32569,100617.48097017867
32570,73352.07902420391
32571,65184.88415514404
32572,127730.0039800269
32573,324417.25002242107
32574,157232.9859498847
32575,80500.62763247637
32576,66624.4586214065
32577,95151.23400323384
32578,176777.96477842273
32579,71304.29428480563
32580,50201.348277556826
32581,105790.07122074059
32582,57750.16358043466
32583,98009.52716757666
32584,130146.33580924058
32585,91948.72110967273
32586,101947.75452949296
32587,58297.74596442221
32588,77833.8019099644
32589,170046.07102556387
32590,151492.13706481477
32591,121876.45283537745
32592,196203.73414073253
32593,196516.2918284011
32594,49486.788413280425
32595,140719.3375149391
32596,97839.59185466051
32597,134031.76985597378
32598,134749.81186464953
32599,111884.10625898634
32600,85721.57683021805
32601,134985.57564976427
32602,65693.43154912225
32603,67714.00438244762
32604,70169.40412613488
32605,35593.461761988
32606,61959.49345690092
32607,107905.31923987903
32608,186272.82449466785
32609,202878.70274818927
32610,95512.01415021991
32611,138171.07380882674
32612,107279.85628860694
32613,101208.33619609458
32614,50927.54771155089
32615,62980.642201184775
32616,71666.72261441509
32617,62211.78818557107
32618,101115.11364743588
32619,105682.92049582658
32620,177648.5128391345
32621,149057.06929522508
32622,50143.13531715935
32623,119427.55023717997
32624,185804.96659776033
32625,124784.13468373462
32626,76731.12715570012
32627,91651.87398529731
32628,73174.28970957902
32629,214860.1603041282
32630,108946.65338105428
32631,306996.4551926887
32632,134849.28398309762
32633,131756.8462224485
32634,73310.17016035135
32635,71215.28093529046
32636,203887.24154082104
32637,176061.220669312
32638,69782.55720560219
32639,108453.57238464491
32640,101475.61944701546
32641,116446.57389791319
32642,83823.8932948746
32643,171091.8130054191
32644,60295.03456719731
32645,223228.0853312093
32646,179441.20469757594
32647,128857.97660799869
32648,131265.337574896
32649,68056.39486431636
32650,78211.67199235948
32651,112441.78804599826
32652,53865.63577663578
32653,166515.97736611188
32654,133554.5526167946
32655,172875.89418224376
32656,88279.16887503781
32657,124170.79607791771
32658,61607.67014776751
32659,236625.25416044742
32660,124630.8062376478
32661,68307.08817860292
32662,76908.69430890956
32663,52046.739983776286
32664,175417.26139207298
32665,97576.81695164499
32666,98381.14328445707
32667,81806.74018515425
32668,135105.30283555394
32669,73196.71993322062
32670,127299.34311435875
32671,43149.34991462927
32672,79614.65627541789
32673,64071.88777254258
32674,99854.01532408173
32675,87446.88116320627
32676,67633.94744451513
32677,102354.78962500591
32678,77840.96856316758
32679,91196.84637439801
32680,171853.08048587007
32681,72231.43559678053
32682,125436.70735439044
32683,104706.04739857456
32684,79114.1955888843
32685,148653.0430446371
32686,115060.58755525689
32687,111395.79411280641
32688,102097.98987998057
32689,71801.63506545837
32690,140474.09636943816
32691,171890.76574340736
32692,229146.68661437673
32693,130050.70066416482
32694,84689.29591408171
32695,86116.65366466242
32696,135445.1530560387
32697,68104.78932810732
32698,119522.6221592276
32699,37304.24315157952
32700,151706.44487969863
32701,118831.52472365773
32702,86968.94237215552
32703,66930.02317238599
32704,217997.69299978818
32705,182373.51044636872
32706,83995.80237375172
32707,90377.15953424216
32708,85662.83245679297
32709,512496.8353610495
32710,70255.24358664078
32711,101042.25661324122
32712,228300.34852590808
32713,375502.59430129133
32714,165313.37541005644
32715,57983.37189762242
32716,308551.01728259126
32717,44361.850322526196
32718,139855.24440375582
32719,80428.52160004119
32720,90481.79613140752
32721,157258.1737508667
32722,408987.98911339615
32723,110226.69789269919
32724,130306.61020729705
32725,62553.51451933205
32726,108778.62196039617
32727,178101.7901445736
32728,177369.11494376982
32729,97342.01265954855
32730,60829.732732721845
32731,94264.73063996033
32732,192720.3430928386
32733,317515.2581171163
32734,163764.39652839027
32735,97081.04406768776
32736,108775.9491149897
32737,109501.03921097607
32738,64174.712222128655
32739,294462.0548741801
32740,57238.20374192714
32741,97722.5908368773
32742,108569.1761316031
32743,105918.72813772847
