,0
467,1.0
468,6.0
469,3.0
470,2.0
471,3.0
472,2.0
473,5.0
474,1.0
475,3.0
476,5.0
477,1.0
478,3.0
479,8.0
480,2.0
481,3.0
482,5.0
483,2.0
484,1.0
485,4.0
486,4.0
487,1.0
488,2.0
489,7.0
490,2.0
491,3.0
492,1.0
493,3.0
494,1.0
495,1.0
496,2.0
497,4.0
498,2.0
499,1.0
500,5.0
501,1.0
502,1.0
503,4.0
504,3.0
505,1.0
506,1.0
507,1.0
508,9.0
509,2.0
510,3.0
511,11.0
512,5.0
513,5.0
514,1.0
515,6.0
516,2.0
517,3.0
518,3.0
519,10.0
520,5.0
521,7.0
522,4.0
523,1.0
524,2.0
525,2.0
526,4.0
527,3.0
528,2.0
529,1.0
530,2.0
531,1.0
532,2.0
533,1.0
534,1.0
535,1.0
536,3.0
537,1.0
538,3.0
539,8.0
540,7.0
541,1.0
542,3.0
543,3.0
544,1.0
545,2.0
546,2.0
547,8.0
548,2.0
549,2.0
550,1.0
551,2.0
552,2.0
553,6.0
554,2.0
555,5.0
556,3.0
557,1.0
558,1.0
559,1.0
560,2.0
561,2.0
562,10.0
563,3.0
564,4.0
565,11.0
566,3.0
567,7.0
568,8.0
569,3.0
570,6.0
571,4.0
572,3.0
573,7.0
574,2.0
575,2.0
576,1.0
577,
578,3.0
579,1.0
580,3.0
581,2.0
582,2.0
583,
584,2.0
585,2.0
586,6.0
587,1.0
588,3.0
589,3.0
590,2.0
591,2.0
592,3.0
593,3.0
594,3.0
595,3.0
596,2.0
597,1.0
598,3.0
599,5.0
600,1.0
601,
602,3.0
603,3.0
604,1.0
605,1.0
606,1.0
607,2.0
608,2.0
609,2.0
610,4.0
611,4.0
612,4.0
613,2.0
614,1.0
615,3.0
616,2.0
617,5.0
618,4.0
619,4.0
620,4.0
621,4.0
622,1.0
623,1.0
624,9.0
625,1.0
626,4.0
627,3.0
628,3.0
629,7.0
630,5.0
631,5.0
632,5.0
633,2.0
634,3.0
635,3.0
636,2.0
637,3.0
638,1.0
639,2.0
640,6.0
641,3.0
642,4.0
643,2.0
644,7.0
645,10.0
646,7.0
647,2.0
648,1.0
649,4.0
650,1.0
651,5.0
652,5.0
653,2.0
654,1.0
655,11.0
656,3.0
657,4.0
658,2.0
659,2.0
660,1.0
661,3.0
662,3.0
663,8.0
664,4.0
665,3.0
666,53.0
667,3.0
668,2.0
669,4.0
670,3.0
671,
672,2.0
673,1.0
674,2.0
675,3.0
676,1.0
677,3.0
678,2.0
679,1.0
680,1.0
681,2.0
682,2.0
683,3.0
684,1.0
685,3.0
686,6.0
687,2.0
688,3.0
689,6.0
690,1.0
691,1.0
692,2.0
693,3.0
694,2.0
695,1.0
696,12.0
697,3.0
698,9.0
699,2.0
700,1.0
701,5.0
702,3.0
703,2.0
704,3.0
705,11.0
706,2.0
707,2.0
708,3.0
709,2.0
710,6.0
711,5.0
712,8.0
713,2.0
714,1.0
715,1.0
716,3.0
717,6.0
718,3.0
719,11.0
720,4.0
721,7.0
722,1.0
723,1.0
724,8.0
725,9.0
726,2.0
727,5.0
728,1.0
729,4.0
730,
731,1.0
732,16.0
733,1.0
734,3.0
735,1.0
736,11.0
737,5.0
738,1.0
739,5.0
740,2.0
741,1.0
742,2.0
743,2.0
744,
745,8.0
746,1.0
747,14.0
748,9.0
749,1.0
750,6.0
751,4.0
752,1.0
753,6.0
754,2.0
755,2.0
756,3.0
757,12.0
758,2.0
759,2.0
760,9.0
761,2.0
762,3.0
763,1.0
764,7.0
765,5.0
766,3.0
767,2.0
768,2.0
769,5.0
770,5.0
771,8.0
772,1.0
773,4.0
774,30.0
775,2.0
776,3.0
777,3.0
778,2.0
779,3.0
780,4.0
781,6.0
782,3.0
783,3.0
784,1.0
785,2.0
786,6.0
787,9.0
788,3.0
789,1.0
790,2.0
791,2.0
792,6.0
793,1.0
794,3.0
795,3.0
796,3.0
797,15.0
798,9.0
799,2.0
800,2.0
801,1.0
802,3.0
803,4.0
804,5.0
805,3.0
806,3.0
807,1.0
808,8.0
809,3.0
810,13.0
811,2.0
812,6.0
813,3.0
814,
815,2.0
816,2.0
817,3.0
818,3.0
819,2.0
820,9.0
821,3.0
822,1.0
823,8.0
824,2.0
825,3.0
826,1.0
827,1.0
828,1.0
829,6.0
830,4.0
831,3.0
832,2.0
833,1.0
834,13.0
835,4.0
836,1.0
837,13.0
838,1.0
839,8.0
840,4.0
841,2.0
842,3.0
843,1.0
844,7.0
845,1.0
846,13.0
847,9.0
848,2.0
849,2.0
850,3.0
851,5.0
852,1.0
853,1.0
854,4.0
855,2.0
856,1.0
857,3.0
858,4.0
859,4.0
860,2.0
861,2.0
862,4.0
863,2.0
864,4.0
865,8.0
866,9.0
867,3.0
868,1.0
869,1.0
870,9.0
871,12.0
872,3.0
873,2.0
874,5.0
875,2.0
876,2.0
877,2.0
878,4.0
879,2.0
880,2.0
881,2.0
882,4.0
883,4.0
884,6.0
885,3.0
886,5.0
887,2.0
888,1.0
889,3.0
890,4.0
891,4.0
892,3.0
893,3.0
894,9.0
895,1.0
896,4.0
897,2.0
898,2.0
899,4.0
900,1.0
901,3.0
902,2.0
903,5.0
904,2.0
905,1.0
906,10.0
907,1.0
908,8.0
909,2.0
910,4.0
911,2.0
912,1.0
913,2.0
914,4.0
915,4.0
916,12.0
917,3.0
918,10.0
919,3.0
920,3.0
921,3.0
922,5.0
923,4.0
924,1.0
925,4.0
926,4.0
927,6.0
928,2.0
929,3.0
930,7.0
931,
932,2.0
933,3.0
934,7.0
935,
936,3.0
937,2.0
938,3.0
939,3.0
940,3.0
941,1.0
942,1.0
943,1.0
944,
945,2.0
946,2.0
947,2.0
948,9.0
949,9.0
950,4.0
951,1.0
952,14.0
953,2.0
954,1.0
955,3.0
956,3.0
957,8.0
958,1.0
959,3.0
960,2.0
961,2.0
962,2.0
963,4.0
964,9.0
965,2.0
966,2.0
967,4.0
968,2.0
969,1.0
970,7.0
971,2.0
972,1.0
973,6.0
974,2.0
975,1.0
976,3.0
977,6.0
978,
979,1.0
980,10.0
981,2.0
982,2.0
983,3.0
984,4.0
985,4.0
986,4.0
987,3.0
988,2.0
989,3.0
990,1.0
991,3.0
992,1.0
993,3.0
994,2.0
995,3.0
996,7.0
997,8.0
998,1.0
999,1.0
1000,2.0
1001,5.0
1002,4.0
1003,2.0
1004,1.0
1005,
1006,7.0
1007,3.0
1008,
1009,5.0
1010,4.0
1011,1.0
1012,2.0
1013,7.0
1014,2.0
1015,3.0
1016,5.0
1017,9.0
1018,9.0
1019,1.0
1020,9.0
1021,6.0
1022,1.0
1023,4.0
1024,3.0
1025,2.0
1026,2.0
1027,1.0
1028,1.0
1029,12.0
1030,13.0
1031,3.0
1032,8.0
1033,6.0
1034,4.0
1035,4.0
1036,1.0
1037,4.0
1038,2.0
1039,1.0
1040,5.0
1041,9.0
1042,2.0
1043,2.0
1044,1.0
1045,5.0
1046,3.0
1047,2.0
1048,1.0
1049,4.0
1050,2.0
1051,4.0
1052,4.0
1053,3.0
1054,1.0
1055,4.0
1056,2.0
1057,9.0
1058,2.0
1059,2.0
1060,2.0
1061,7.0
1062,2.0
1063,2.0
1064,5.0
1065,14.0
1066,2.0
1067,3.0
1068,11.0
1069,2.0
1070,3.0
1071,2.0
1072,9.0
1073,2.0
1074,2.0
1075,7.0
1076,1.0
1077,3.0
1078,5.0
1079,5.0
1080,3.0
1081,3.0
1082,2.0
1083,1.0
1084,1.0
1085,2.0
1086,4.0
1087,5.0
1088,3.0
1089,2.0
1090,2.0
1091,2.0
1092,5.0
1093,2.0
1094,3.0
1095,4.0
1096,3.0
1097,5.0
1098,2.0
1099,1.0
1100,5.0
1101,5.0
1102,6.0
1103,1.0
1104,9.0
1105,5.0
1106,4.0
1107,3.0
1108,1.0
1109,2.0
1110,5.0
1111,
1112,3.0
1113,1.0
1114,2.0
1115,5.0
1116,5.0
1117,4.0
1118,2.0
1119,2.0
1120,7.0
1121,1.0
1122,2.0
1123,1.0
1124,4.0
1125,2.0
1126,2.0
1127,3.0
1128,7.0
1129,
1130,4.0
1131,2.0
1132,2.0
1133,1.0
1134,1.0
1135,7.0
1136,1.0
1137,2.0
1138,4.0
1139,1.0
1140,15.0
1141,14.0
1142,3.0
1143,3.0
1144,2.0
1145,1.0
1146,2.0
1147,10.0
1148,2.0
1149,7.0
1150,5.0
1151,1.0
1152,2.0
1153,2.0
1154,2.0
1155,2.0
1156,5.0
1157,2.0
1158,2.0
1159,2.0
1160,1.0
1161,
1162,10.0
1163,1.0
1164,2.0
1165,19.0
1166,8.0
1167,3.0
1168,
1169,6.0
1170,2.0
1171,2.0
1172,13.0
1173,5.0
1174,3.0
1175,4.0
1176,2.0
1177,2.0
1178,3.0
1179,1.0
1180,3.0
1181,2.0
1182,9.0
1183,4.0
1184,2.0
1185,4.0
1186,6.0
1187,3.0
1188,3.0
1189,7.0
1190,1.0
1191,1.0
1192,1.0
1193,3.0
1194,1.0
1195,2.0
1196,3.0
1197,1.0
1198,6.0
1199,10.0
1200,2.0
1201,2.0
1202,2.0
1203,2.0
1204,4.0
1205,11.0
1206,5.0
1207,6.0
1208,3.0
1209,2.0
1210,1.0
1211,13.0
1212,3.0
1213,10.0
1214,1.0
1215,3.0
1216,6.0
1217,14.0
1218,1.0
1219,2.0
1220,1.0
1221,2.0
1222,7.0
1223,6.0
1224,2.0
1225,2.0
1226,3.0
1227,8.0
1228,3.0
1229,11.0
1230,7.0
1231,8.0
1232,5.0
1233,2.0
1234,13.0
1235,2.0
1236,2.0
1237,3.0
1238,5.0
1239,5.0
1240,4.0
1241,4.0
1242,1.0
1243,2.0
1244,
1245,
1246,7.0
1247,2.0
1248,7.0
1249,2.0
1250,10.0
1251,3.0
1252,2.0
1253,1.0
1254,6.0
1255,2.0
1256,3.0
1257,1.0
1258,8.0
1259,14.0
1260,1.0
1261,2.0
1262,4.0
1263,2.0
1264,7.0
1265,3.0
1266,2.0
1267,4.0
1268,5.0
1269,9.0
1270,2.0
1271,7.0
1272,2.0
1273,7.0
1274,4.0
1275,2.0
1276,2.0
1277,2.0
1278,4.0
1279,6.0
1280,2.0
1281,11.0
1282,3.0
1283,9.0
1284,1.0
1285,2.0
1286,1.0
1287,3.0
1288,7.0
1289,3.0
1290,8.0
1291,2.0
1292,4.0
1293,11.0
1294,30.0
1295,
1296,2.0
1297,4.0
1298,3.0
1299,26.0
1300,3.0
1301,5.0
1302,1.0
1303,2.0
1304,2.0
1305,9.0
1306,1.0
1307,4.0
1308,2.0
1309,1.0
1310,2.0
1311,7.0
1312,6.0
1313,5.0
1314,4.0
1315,3.0
1316,4.0
1317,2.0
1318,1.0
1319,13.0
1320,1.0
1321,7.0
1322,5.0
1323,5.0
1324,2.0
1325,2.0
1326,7.0
1327,4.0
1328,2.0
1329,1.0
1330,6.0
1331,2.0
1332,3.0
1333,5.0
1334,1.0
1335,1.0
1336,3.0
1337,1.0
1338,3.0
1339,2.0
1340,1.0
1341,3.0
1342,5.0
1343,2.0
1344,3.0
1345,4.0
1346,2.0
1347,
1348,1.0
1349,4.0
1350,8.0
1351,1.0
1352,4.0
1353,6.0
1354,3.0
1355,8.0
1356,3.0
1357,10.0
1358,3.0
1359,3.0
1360,12.0
1361,3.0
1362,1.0
1363,2.0
1364,1.0
1365,3.0
1366,2.0
1367,1.0
1368,1.0
1369,1.0
1370,1.0
1371,5.0
1372,6.0
1373,3.0
1374,1.0
1375,2.0
1376,6.0
1377,3.0
1378,2.0
1379,9.0
1380,3.0
1381,9.0
1382,2.0
1383,1.0
1384,6.0
1385,2.0
1386,2.0
1387,7.0
1388,3.0
1389,1.0
1390,7.0
1391,1.0
1392,2.0
1393,6.0
1394,13.0
1395,
1396,1.0
1397,3.0
1398,1.0
1399,2.0
1400,1.0
1401,11.0
1402,2.0
1403,2.0
1404,3.0
1405,3.0
1406,2.0
1407,2.0
1408,6.0
1409,
1410,2.0
1411,1.0
1412,3.0
1413,2.0
1414,2.0
1415,8.0
1416,2.0
1417,2.0
1418,7.0
1419,4.0
1420,7.0
1421,4.0
1422,3.0
1423,1.0
1424,2.0
1425,2.0
1426,7.0
1427,2.0
1428,3.0
1429,9.0
1430,6.0
1431,12.0
1432,
1433,5.0
1434,
1435,2.0
1436,7.0
1437,7.0
1438,4.0
1439,1.0
1440,2.0
1441,7.0
1442,1.0
1443,1.0
1444,1.0
1445,4.0
1446,2.0
1447,36.0
1448,4.0
1449,2.0
1450,3.0
1451,14.0
1452,5.0
1453,3.0
1454,2.0
1455,4.0
1456,1.0
1457,2.0
1458,1.0
1459,2.0
1460,3.0
1461,7.0
1462,5.0
1463,3.0
1464,2.0
1465,
1466,6.0
1467,2.0
1468,2.0
1469,1.0
1470,1.0
1471,2.0
1472,
1473,4.0
1474,9.0
1475,3.0
1476,4.0
1477,6.0
1478,3.0
1479,6.0
1480,2.0
1481,8.0
1482,4.0
1483,1.0
1484,1.0
1485,3.0
1486,2.0
1487,2.0
1488,7.0
1489,6.0
1490,2.0
1491,3.0
1492,5.0
1493,9.0
1494,19.0
1495,13.0
1496,10.0
1497,2.0
1498,2.0
1499,3.0
1500,5.0
1501,3.0
1502,1.0
1503,4.0
1504,2.0
1505,3.0
1506,10.0
1507,2.0
1508,4.0
1509,10.0
1510,10.0
1511,6.0
1512,2.0
1513,3.0
1514,3.0
1515,4.0
1516,2.0
1517,1.0
1518,3.0
1519,7.0
1520,5.0
1521,1.0
1522,3.0
1523,2.0
1524,2.0
1525,2.0
1526,5.0
1527,1.0
1528,2.0
1529,1.0
1530,1.0
1531,2.0
1532,4.0
1533,5.0
1534,3.0
1535,3.0
1536,8.0
1537,5.0
1538,5.0
1539,2.0
1540,1.0
1541,4.0
1542,2.0
1543,13.0
1544,1.0
1545,2.0
1546,4.0
1547,3.0
1548,1.0
1549,6.0
1550,5.0
1551,5.0
1552,1.0
1553,1.0
1554,8.0
1555,10.0
1556,2.0
1557,2.0
1558,2.0
1559,11.0
1560,2.0
1561,1.0
1562,4.0
1563,4.0
1564,7.0
1565,2.0
1566,2.0
1567,4.0
1568,1.0
1569,2.0
1570,5.0
1571,4.0
1572,1.0
1573,1.0
1574,3.0
1575,8.0
1576,9.0
1577,2.0
1578,3.0
1579,3.0
1580,5.0
1581,3.0
1582,
1583,3.0
1584,2.0
1585,8.0
1586,1.0
1587,3.0
1588,5.0
1589,2.0
1590,15.0
1591,7.0
1592,3.0
1593,1.0
1594,2.0
1595,3.0
1596,7.0
1597,3.0
1598,2.0
1599,12.0
1600,1.0
1601,1.0
1602,4.0
1603,1.0
1604,5.0
1605,3.0
1606,9.0
1607,2.0
1608,11.0
1609,1.0
1610,2.0
1611,4.0
1612,2.0
1613,2.0
1614,3.0
1615,3.0
1616,2.0
1617,19.0
1618,3.0
1619,1.0
1620,1.0
1621,2.0
1622,1.0
1623,12.0
1624,2.0
1625,2.0
1626,3.0
1627,3.0
1628,5.0
1629,2.0
1630,
1631,3.0
1632,4.0
1633,1.0
1634,2.0
1635,4.0
1636,2.0
1637,3.0
1638,6.0
1639,3.0
1640,7.0
1641,1.0
1642,6.0
1643,6.0
1644,2.0
1645,1.0
1646,2.0
1647,1.0
1648,13.0
1649,1.0
1650,3.0
1651,11.0
1652,2.0
1653,1.0
1654,9.0
1655,2.0
1656,12.0
1657,4.0
1658,1.0
1659,6.0
1660,8.0
1661,2.0
1662,1.0
1663,1.0
1664,4.0
1665,2.0
1666,1.0
1667,3.0
1668,4.0
1669,2.0
1670,2.0
1671,6.0
1672,5.0
1673,2.0
1674,10.0
1675,8.0
1676,2.0
1677,6.0
1678,4.0
1679,2.0
1680,2.0
1681,3.0
1682,2.0
1683,2.0
1684,1.0
1685,7.0
1686,6.0
1687,7.0
1688,3.0
1689,2.0
1690,2.0
1691,3.0
1692,3.0
1693,7.0
1694,5.0
1695,4.0
1696,4.0
1697,4.0
1698,9.0
1699,7.0
1700,2.0
1701,4.0
1702,3.0
1703,3.0
1704,3.0
1705,5.0
1706,1.0
1707,6.0
1708,4.0
1709,5.0
1710,16.0
1711,2.0
1712,13.0
1713,4.0
1714,1.0
1715,4.0
1716,6.0
1717,5.0
1718,3.0
1719,2.0
1720,4.0
1721,1.0
1722,6.0
1723,3.0
1724,1.0
1725,3.0
1726,4.0
1727,9.0
1728,4.0
1729,2.0
1730,3.0
1731,11.0
1732,2.0
1733,2.0
1734,4.0
1735,9.0
1736,5.0
1737,1.0
1738,2.0
1739,1.0
1740,1.0
1741,3.0
1742,7.0
1743,4.0
1744,2.0
1745,4.0
1746,1.0
1747,7.0
1748,6.0
1749,2.0
1750,4.0
1751,
1752,2.0
1753,2.0
1754,6.0
1755,4.0
1756,3.0
1757,18.0
1758,2.0
1759,8.0
1760,4.0
1761,3.0
1762,1.0
1763,8.0
1764,3.0
1765,2.0
1766,1.0
1767,2.0
1768,2.0
1769,1.0
1770,
1771,
1772,8.0
1773,2.0
1774,1.0
1775,3.0
1776,3.0
1777,2.0
1778,2.0
1779,5.0
1780,12.0
1781,3.0
1782,5.0
1783,1.0
1784,1.0
1785,4.0
1786,1.0
1787,11.0
1788,2.0
1789,6.0
1790,2.0
1791,2.0
1792,4.0
1793,6.0
1794,2.0
1795,1.0
1796,3.0
1797,2.0
1798,2.0
1799,1.0
1800,1.0
1801,7.0
1802,5.0
1803,3.0
1804,8.0
1805,1.0
1806,3.0
1807,3.0
1808,1.0
1809,2.0
1810,1.0
1811,1.0
1812,4.0
1813,14.0
1814,4.0
1815,4.0
1816,4.0
1817,
1818,3.0
1819,3.0
1820,
1821,4.0
1822,2.0
1823,1.0
1824,2.0
1825,2.0
1826,6.0
1827,1.0
1828,1.0
1829,2.0
1830,2.0
1831,4.0
1832,2.0
1833,1.0
1834,1.0
1835,1.0
1836,5.0
1837,6.0
1838,6.0
1839,1.0
1840,3.0
1841,1.0
1842,2.0
1843,1.0
1844,2.0
1845,5.0
1846,5.0
1847,3.0
1848,2.0
1849,4.0
1850,6.0
1851,1.0
1852,6.0
1853,9.0
1854,5.0
1855,2.0
1856,2.0
1857,3.0
1858,10.0
1859,2.0
1860,2.0
1861,6.0
1862,8.0
1863,1.0
1864,11.0
1865,3.0
1866,4.0
1867,2.0
1868,3.0
1869,2.0
1870,3.0
1871,2.0
1872,5.0
1873,2.0
1874,2.0
1875,2.0
1876,33.0
1877,4.0
1878,10.0
1879,3.0
1880,5.0
1881,3.0
1882,2.0
1883,2.0
1884,1.0
1885,1.0
1886,5.0
1887,1.0
1888,4.0
1889,7.0
1890,2.0
1891,2.0
1892,1.0
1893,3.0
1894,5.0
1895,6.0
1896,2.0
1897,1.0
1898,2.0
1899,1.0
1900,1.0
1901,10.0
1902,2.0
1903,11.0
1904,7.0
1905,
1906,4.0
1907,8.0
1908,4.0
1909,6.0
1910,2.0
1911,2.0
1912,2.0
1913,2.0
1914,3.0
1915,3.0
1916,1.0
1917,1.0
1918,1.0
1919,9.0
1920,18.0
1921,11.0
1922,2.0
1923,6.0
1924,2.0
1925,4.0
1926,2.0
1927,2.0
1928,1.0
1929,1.0
1930,1.0
1931,3.0
1932,2.0
1933,2.0
1934,2.0
1935,8.0
1936,3.0
1937,1.0
1938,18.0
1939,6.0
1940,9.0
1941,7.0
1942,5.0
1943,2.0
1944,3.0
1945,4.0
1946,1.0
1947,1.0
1948,1.0
1949,14.0
1950,5.0
1951,3.0
1952,
1953,1.0
1954,3.0
1955,1.0
1956,1.0
1957,3.0
1958,4.0
1959,4.0
1960,5.0
1961,3.0
1962,8.0
1963,3.0
1964,7.0
1965,11.0
1966,1.0
1967,4.0
1968,3.0
1969,1.0
1970,1.0
1971,7.0
1972,5.0
1973,2.0
1974,2.0
1975,13.0
1976,4.0
1977,4.0
1978,1.0
1979,9.0
1980,4.0
1981,2.0
1982,4.0
1983,5.0
1984,3.0
1985,1.0
1986,2.0
1987,5.0
1988,1.0
1989,6.0
1990,7.0
1991,3.0
1992,1.0
1993,3.0
1994,1.0
1995,3.0
1996,1.0
1997,10.0
1998,4.0
1999,2.0
2000,2.0
2001,2.0
2002,1.0
2003,2.0
2004,2.0
2005,4.0
2006,3.0
2007,8.0
2008,2.0
2009,3.0
2010,1.0
2011,2.0
2012,4.0
2013,2.0
2014,2.0
2015,1.0
2016,3.0
2017,3.0
2018,3.0
2019,5.0
2020,3.0
2021,3.0
2022,5.0
2023,4.0
2024,3.0
2025,2.0
2026,2.0
2027,1.0
2028,3.0
2029,2.0
2030,1.0
2031,3.0
2032,10.0
2033,3.0
2034,3.0
2035,1.0
2036,2.0
2037,2.0
2038,2.0
2039,2.0
2040,7.0
2041,2.0
2042,2.0
2043,2.0
2044,3.0
2045,1.0
2046,6.0
2047,2.0
2048,3.0
2049,5.0
2050,2.0
2051,2.0
2052,2.0
2053,1.0
2054,2.0
2055,3.0
2056,4.0
2057,2.0
2058,2.0
2059,4.0
2060,3.0
2061,2.0
2062,11.0
2063,5.0
2064,2.0
2065,1.0
2066,5.0
2067,5.0
2068,3.0
2069,8.0
2070,5.0
2071,2.0
2072,2.0
2073,2.0
2074,1.0
2075,
2076,3.0
2077,1.0
2078,1.0
2079,3.0
2080,9.0
2081,3.0
2082,4.0
2083,4.0
2084,2.0
2085,6.0
2086,2.0
2087,2.0
2088,1.0
2089,5.0
2090,1.0
2091,1.0
2092,2.0
2093,5.0
2094,
2095,2.0
2096,9.0
2097,3.0
2098,2.0
2099,2.0
2100,6.0
2101,1.0
2102,3.0
2103,3.0
2104,1.0
2105,6.0
2106,6.0
2107,2.0
2108,2.0
2109,3.0
2110,3.0
2111,9.0
2112,1.0
2113,4.0
2114,2.0
2115,2.0
2116,2.0
2117,1.0
2118,2.0
2119,1.0
2120,2.0
2121,4.0
2122,1.0
2123,2.0
2124,1.0
2125,8.0
2126,6.0
2127,2.0
2128,5.0
2129,6.0
2130,2.0
2131,2.0
2132,1.0
2133,13.0
2134,2.0
2135,11.0
2136,10.0
2137,1.0
2138,5.0
2139,2.0
2140,1.0
2141,4.0
2142,2.0
2143,2.0
2144,4.0
2145,5.0
2146,3.0
2147,4.0
2148,3.0
2149,1.0
2150,4.0
2151,8.0
2152,2.0
2153,3.0
2154,1.0
2155,4.0
2156,2.0
2157,2.0
2158,6.0
2159,5.0
2160,2.0
2161,1.0
2162,1.0
