,0
162,1705.0
163,396.0
164,286.0
165,2076.0
166,1044.0
167,946.0
168,33.0
169,1470.0
170,955.0
171,2400.0
172,2665.0
173,0.0
174,10.0
175,0.0
176,4760.0
177,5655.0
178,924.0
179,3660.0
180,156.0
181,324.0
182,0.0
183,2768.0
184,3570.0
185,503.0
186,9.0
187,1967.0
188,403.0
189,240.0
190,1152.0
191,740.0
192,931.0
193,2758.0
194,6.0
195,2054.0
196,3073.0
197,1905.0
198,3054.0
199,1140.0
200,124.0
201,1161.0
202,2975.0
203,3204.0
204,750.0
205,1131.0
206,430.0
207,1323.0
208,4263.0
209,594.0
210,530.0
211,0.0
212,736.0
213,2130.0
214,1071.0
215,196.0
216,755.0
217,1040.0
218,1479.0
219,1488.0
220,7580.0
221,1110.0
222,374.0
223,0.0
224,672.0
225,788.0
226,6420.0
227,275.0
228,740.0
229,2345.0
230,210.0
231,777.0
232,0.0
233,69.0
234,2052.0
235,3.0
236,1710.0
237,20.0
238,680.0
239,
240,5115.0
241,168.0
242,192.0
243,3855.0
244,135.0
245,9954.0
246,3283.0
247,2600.0
248,660.0
249,410.0
250,3208.0
251,61.0
252,464.0
253,828.0
254,2220.0
255,3666.0
256,955.0
257,944.0
258,695.0
259,722.0
260,6380.0
261,44.0
262,1400.0
263,2020.0
264,1060.0
265,1130.0
266,1980.0
267,704.0
268,598.0
269,5.0
270,0.0
271,18.0
272,63.0
273,4200.0
274,50.0
275,304.0
276,695.0
277,1137.0
278,7560.0
279,2046.0
280,0.0
281,46.0
282,156.0
283,734.0
284,11153.0
285,1356.0
286,720.0
287,360.0
288,1257.0
289,1638.0
290,718.0
291,114.0
292,1105.0
293,0.0
294,190.0
295,780.0
296,441.0
297,5698.0
298,1098.0
299,10272.0
300,2511.0
301,200.0
302,1050.0
303,4128.0
304,1602.0
305,390.0
306,0.0
307,280.0
308,300.0
309,4760.0
310,816.0
311,1230.0
312,1960.0
313,704.0
314,1136.0
315,3760.0
316,147.0
317,2256.0
318,565.0
319,612.0
320,1542.0
321,28.0
322,574.0
323,1112.0
324,1932.0
325,1915.0
326,1233.0
327,0.0
328,522.0
329,1165.0
330,1672.0
331,2945.0
332,232.0
333,2480.0
334,824.0
335,1312.0
336,1888.0
337,2891.0
338,528.0
339,0.0
340,2135.0
341,2728.0
342,4896.0
343,4823.0
344,1645.0
345,1085.0
346,2820.0
347,1671.0
348,144.0
349,2.0
350,2364.0
351,0.0
352,36.0
353,8740.0
354,2970.0
355,4875.0
356,86.0
357,6520.0
358,0.0
359,122.0
360,1232.0
361,791.0
362,1250.0
363,16.0
364,8184.0
365,5.0
366,3311.0
367,4452.0
368,2808.0
369,1625.0
370,720.0
371,3460.0
372,695.0
373,110.0
374,372.0
375,0.0
376,280.0
377,0.0
378,16.0
379,3464.0
380,855.0
381,660.0
382,125.0
383,2723.0
384,1326.0
385,1655.0
386,3069.0
387,700.0
388,95.0
389,325.0
390,1530.0
391,288.0
392,0.0
393,72.0
394,3016.0
395,1344.0
396,2002.0
397,565.0
398,154.0
399,154.0
400,3276.0
401,4067.0
402,3232.0
403,4581.0
404,4320.0
405,8.0
406,4279.0
407,5145.0
408,6103.0
409,1064.0
410,968.0
411,1044.0
412,1600.0
413,0.0
414,75.0
415,2930.0
416,612.0
417,40.0
418,3916.0
419,304.0
420,979.0
421,2366.0
422,936.0
423,413.0
424,755.0
425,3348.0
426,2520.0
427,3330.0
428,0.0
429,2343.0
430,2299.0
431,1608.0
432,240.0
433,0.0
434,108.0
435,472.0
436,0.0
437,2548.0
438,500.0
439,2090.0
440,416.0
441,1045.0
442,
443,403.0
444,1056.0
445,6940.0
446,304.0
447,525.0
448,452.0
449,3258.0
450,24.0
451,1224.0
452,1034.0
453,333.0
454,90.0
455,126.0
456,1556.0
457,1476.0
458,2810.0
459,2065.0
460,48.0
461,9591.0
462,114.0
463,144.0
464,0.0
465,3388.0
466,981.0
467,1170.0
468,1105.0
469,336.0
470,119.0
471,846.0
472,58.0
473,544.0
474,2880.0
475,1880.0
476,16.0
477,476.0
478,348.0
479,2910.0
480,23.0
481,1134.0
482,406.0
483,0.0
484,4920.0
485,3.0
486,3490.0
487,1320.0
488,95.0
489,657.0
490,25.0
491,1160.0
492,665.0
493,804.0
494,42.0
495,36.0
496,3051.0
497,6760.0
498,11692.0
499,2824.0
500,3996.0
501,6202.0
502,0.0
503,3066.0
504,8.0
505,0.0
506,30.0
507,1584.0
508,447.0
509,0.0
510,30.0
511,534.0
512,3042.0
513,222.0
514,1725.0
515,12.0
516,682.0
517,342.0
518,4498.0
519,6370.0
520,2696.0
521,350.0
522,918.0
523,96.0
524,8856.0
525,1695.0
526,2548.0
527,2322.0
528,684.0
529,2898.0
530,168.0
531,3350.0
532,1135.0
533,208.0
534,115.0
535,30.0
536,755.0
537,696.0
538,25.0
539,80.0
540,14.0
541,3220.0
542,162.0
543,0.0
544,3816.0
545,2563.0
546,4420.0
547,1488.0
548,350.0
549,7992.0
550,2400.0
551,4440.0
552,300.0
553,9.0
554,1672.0
555,360.0
556,3245.0
557,828.0
558,0.0
559,1052.0
560,301.0
561,1620.0
562,80.0
563,9.0
564,25.0
565,378.0
566,1728.0
567,10.0
568,936.0
569,4522.0
570,316.0
571,185.0
572,10.0
573,300.0
574,684.0
575,576.0
576,1276.0
577,854.0
578,5512.0
579,1885.0
580,5139.0
581,4092.0
582,10.0
583,5706.0
584,2580.0
585,2250.0
586,466.0
587,192.0
588,427.0
589,2280.0
590,716.0
591,1302.0
592,1694.0
593,28.0
594,1860.0
595,2688.0
596,2856.0
597,2920.0
598,6258.0
599,105.0
600,2340.0
601,464.0
602,3375.0
603,116.0
604,1793.0
605,3073.0
606,8.0
607,855.0
608,3096.0
609,1220.0
610,
611,150.0
612,4176.0
613,1272.0
614,990.0
615,10.0
616,5202.0
617,324.0
618,16.0
619,1050.0
620,147.0
621,474.0
622,2472.0
623,630.0
624,298.0
625,200.0
626,2555.0
627,9240.0
628,865.0
629,13.0
630,16.0
631,532.0
632,611.0
633,4602.0
634,9.0
635,2471.0
636,1236.0
637,12.0
638,3830.0
639,168.0
640,369.0
641,4970.0
642,435.0
643,4416.0
644,7.0
645,86.0
646,792.0
647,51.0
648,378.0
649,1835.0
650,1092.0
651,2280.0
652,1432.0
653,2590.0
654,3288.0
655,531.0
656,1491.0
657,870.0
658,300.0
659,1504.0
660,150.0
661,3720.0
662,2615.0
663,96.0
664,5280.0
665,2930.0
666,49.0
667,230.0
668,4380.0
669,3060.0
670,1620.0
671,1050.0
672,515.0
673,264.0
674,2409.0
675,690.0
676,432.0
677,573.0
678,539.0
679,5291.0
680,3770.0
681,5352.0
682,
683,791.0
684,174.0
685,10.0
686,15.0
687,2350.0
688,146.0
689,0.0
690,260.0
691,0.0
692,0.0
693,70.0
694,2376.0
695,216.0
696,30.0
697,616.0
698,150.0
699,2412.0
700,625.0
701,460.0
702,1137.0
703,415.0
704,385.0
705,805.0
706,10.0
707,96.0
708,693.0
709,1910.0
710,268.0
711,1432.0
712,40.0
713,153.0
714,1680.0
715,148.0
716,235.0
717,321.0
718,50.0
719,28.0
720,120.0
721,1672.0
722,6000.0
723,14.0
724,825.0
725,908.0
726,1536.0
727,198.0
728,745.0
729,576.0
730,1080.0
731,2262.0
732,414.0
733,1616.0
734,2180.0
735,7.0
736,828.0
737,228.0
738,1855.0
739,286.0
740,1955.0
741,4740.0
742,3609.0
743,4599.0
744,5918.0
745,730.0
746,1130.0
747,33.0
748,891.0
749,
750,930.0
751,14.0
752,1355.0
753,360.0
754,2088.0
755,1467.0
756,4584.0
757,120.0
758,15.0
759,4576.0
760,219.0
761,1185.0
762,760.0
763,0.0
764,5.0
765,4.0
766,3609.0
767,2394.0
768,237.0
769,2054.0
770,1589.0
771,42.0
772,495.0
773,293.0
774,2184.0
775,80.0
776,1434.0
777,2175.0
778,4210.0
779,30.0
780,302.0
781,948.0
782,5138.0
783,50.0
784,129.0
785,8441.0
786,856.0
787,912.0
788,6240.0
789,484.0
790,3940.0
791,4395.0
792,1860.0
793,33.0
794,1340.0
795,4851.0
796,824.0
797,501.0
798,472.0
799,964.0
800,14.0
801,756.0
802,13.0
803,1888.0
804,1052.0
805,604.0
806,9.0
807,858.0
808,603.0
809,16.0
810,53.0
811,269.0
812,567.0
813,2044.0
814,2520.0
815,477.0
816,2632.0
817,420.0
818,225.0
819,261.0
820,608.0
821,870.0
822,3330.0
823,56.0
824,1232.0
825,161.0
826,954.0
827,24.0
828,0.0
829,3078.0
830,2728.0
831,16.0
832,3303.0
833,15.0
834,760.0
835,219.0
836,462.0
837,316.0
838,5044.0
839,2364.0
840,860.0
841,1032.0
842,371.0
843,1640.0
844,1344.0
845,424.0
846,270.0
847,830.0
848,
849,5268.0
850,1884.0
851,5.0
852,693.0
853,2502.0
854,768.0
855,414.0
856,30.0
857,2979.0
858,2639.0
859,468.0
860,12.0
861,5.0
862,0.0
863,932.0
864,537.0
865,5.0
866,495.0
867,10.0
868,408.0
869,1001.0
870,771.0
871,447.0
872,0.0
873,655.0
874,3753.0
875,2280.0
876,
877,348.0
878,0.0
879,0.0
880,2421.0
881,16.0
882,0.0
883,152.0
884,492.0
885,2648.0
886,12.0
887,772.0
888,1120.0
889,3276.0
890,3050.0
891,1190.0
892,145.0
893,12.0
894,2730.0
895,130.0
896,0.0
897,322.0
898,6288.0
899,1737.0
900,4512.0
901,58.0
902,2070.0
903,3276.0
904,1115.0
905,2761.0
906,9.0
907,1380.0
908,2250.0
909,7128.0
910,774.0
911,1575.0
912,2944.0
913,132.0
914,585.0
915,1616.0
916,1183.0
917,553.0
918,627.0
919,1376.0
920,879.0
921,2303.0
922,1074.0
923,538.0
924,236.0
925,1967.0
926,5088.0
927,985.0
928,8.0
929,752.0
930,1224.0
931,445.0
932,2432.0
933,3287.0
934,1476.0
935,414.0
936,154.0
937,6050.0
938,1173.0
939,18.0
940,4689.0
941,90.0
942,1254.0
943,1672.0
944,1449.0
945,8946.0
946,2082.0
947,2.0
948,1903.0
949,85.0
950,130.0
951,8385.0
952,320.0
953,1116.0
954,48.0
955,4122.0
956,150.0
957,198.0
958,0.0
959,4706.0
960,288.0
961,0.0
962,4248.0
963,2587.0
964,10.0
965,1380.0
966,5564.0
967,301.0
968,5115.0
969,4266.0
970,951.0
971,7241.0
972,259.0
973,210.0
974,210.0
975,1940.0
976,10.0
977,72.0
978,5145.0
979,5460.0
980,750.0
981,3280.0
982,1359.0
983,1614.0
984,2574.0
985,1028.0
986,1405.0
987,660.0
988,25.0
989,1692.0
990,3751.0
991,1113.0
992,396.0
993,4354.0
994,7.0
995,8.0
996,228.0
997,390.0
998,1585.0
999,2250.0
1000,1245.0
1001,2637.0
1002,3043.0
1003,6570.0
1004,6360.0
1005,
1006,160.0
1007,0.0
1008,8610.0
1009,1755.0
1010,248.0
1011,1936.0
1012,1850.0
1013,789.0
1014,470.0
1015,76.0
1016,104.0
1017,2079.0
1018,824.0
1019,5670.0
1020,492.0
1021,102.0
1022,640.0
1023,15.0
1024,2043.0
1025,1524.0
1026,294.0
1027,1880.0
1028,3828.0
1029,157.0
1030,1144.0
1031,8.0
1032,1100.0
1033,3822.0
1034,1775.0
1035,330.0
1036,3610.0
1037,400.0
1038,90.0
1039,35.0
1040,994.0
1041,1044.0
1042,1008.0
1043,7497.0
1044,33.0
1045,196.0
1046,1610.0
1047,210.0
1048,120.0
1049,1278.0
1050,0.0
1051,6.0
1052,218.0
1053,0.0
1054,1000.0
1055,120.0
1056,6375.0
1057,2076.0
1058,3647.0
1059,288.0
1060,625.0
1061,4730.0
1062,447.0
1063,50.0
1064,630.0
1065,1096.0
1066,447.0
1067,580.0
1068,14.0
1069,1345.0
1070,1680.0
1071,1192.0
1072,1036.0
1073,4020.0
1074,1480.0
1075,1232.0
1076,852.0
1077,45.0
1078,42.0
1079,5.0
1080,1140.0
1081,930.0
1082,330.0
1083,126.0
1084,1010.0
1085,1156.0
1086,186.0
1087,0.0
1088,2430.0
1089,16.0
1090,2277.0
1091,105.0
1092,540.0
1093,2220.0
1094,4923.0
1095,411.0
1096,724.0
1097,392.0
1098,959.0
1099,3479.0
1100,1044.0
1101,2070.0
1102,204.0
1103,1612.0
1104,748.0
1105,1500.0
1106,9.0
1107,3008.0
1108,0.0
1109,5184.0
1110,924.0
1111,1392.0
1112,5488.0
1113,1090.0
1114,3510.0
1115,6.0
1116,84.0
1117,3378.0
1118,154.0
1119,1536.0
1120,16.0
1121,336.0
1122,2555.0
1123,747.0
1124,1092.0
1125,0.0
1126,2490.0
1127,1245.0
1128,3069.0
1129,1752.0
1130,696.0
1131,900.0
1132,1440.0
1133,2704.0
1134,12.0
1135,28.0
1136,2815.0
1137,852.0
1138,4660.0
1139,4270.0
1140,940.0
1141,1028.0
1142,3015.0
1143,1440.0
1144,8.0
1145,10.0
1146,556.0
1147,36.0
1148,2920.0
1149,5.0
1150,460.0
1151,1140.0
1152,720.0
1153,3143.0
1154,1128.0
1155,12.0
1156,240.0
1157,3726.0
1158,664.0
1159,3132.0
1160,490.0
1161,0.0
1162,700.0
1163,2.0
1164,2226.0
1165,750.0
1166,396.0
1167,1203.0
1168,2305.0
1169,3660.0
1170,2600.0
1171,2532.0
1172,477.0
1173,342.0
1174,4329.0
1175,99.0
1176,1492.0
1177,230.0
1178,310.0
1179,184.0
1180,1095.0
1181,3896.0
1182,1936.0
1183,50.0
1184,1400.0
1185,2268.0
1186,492.0
1187,1494.0
1188,195.0
1189,1134.0
1190,55.0
1191,847.0
1192,5.0
1193,1296.0
1194,264.0
1195,1398.0
1196,3234.0
1197,3208.0
1198,0.0
1199,966.0
1200,0.0
1201,896.0
1202,12.0
1203,144.0
1204,15.0
1205,187.0
1206,70.0
1207,1720.0
1208,501.0
1209,528.0
1210,656.0
1211,708.0
1212,3104.0
1213,625.0
1214,744.0
1215,99.0
1216,115.0
1217,675.0
1218,3320.0
1219,9625.0
1220,930.0
1221,1720.0
1222,3710.0
1223,1854.0
1224,519.0
1225,304.0
1226,10.0
1227,645.0
1228,1602.0
1229,162.0
1230,1455.0
1231,20.0
1232,2640.0
1233,5264.0
1234,93.0
1235,870.0
1236,33.0
1237,5550.0
1238,2262.0
1239,110.0
1240,5120.0
1241,250.0
1242,540.0
1243,2190.0
1244,5115.0
1245,243.0
1246,12.0
1247,230.0
1248,959.0
1249,7854.0
1250,1533.0
1251,377.0
1252,1143.0
1253,5306.0
1254,250.0
1255,1800.0
1256,745.0
1257,6010.0
1258,1416.0
1259,152.0
1260,629.0
1261,3232.0
1262,296.0
1263,4336.0
1264,50.0
1265,0.0
1266,1788.0
1267,2156.0
1268,416.0
1269,126.0
1270,10.0
1271,412.0
1272,165.0
1273,192.0
1274,788.0
1275,4564.0
1276,6936.0
1277,4758.0
1278,3168.0
1279,0.0
1280,1500.0
1281,2584.0
1282,10120.0
1283,2076.0
1284,2772.0
1285,0.0
1286,4522.0
1287,558.0
1288,44.0
1289,1210.0
1290,690.0
1291,1860.0
1292,511.0
1293,8.0
1294,2709.0
1295,2720.0
1296,48.0
1297,3.0
1298,1368.0
1299,1548.0
1300,4816.0
1301,711.0
1302,370.0
1303,332.0
1304,5544.0
1305,8.0
1306,4901.0
1307,4128.0
1308,2541.0
1309,3564.0
1310,2317.0
1311,171.0
1312,115.0
1313,630.0
1314,10.0
1315,0.0
1316,3556.0
1317,904.0
1318,320.0
1319,142.0
1320,790.0
1321,828.0
1322,1520.0
1323,12.0
1324,344.0
1325,3560.0
1326,2366.0
1327,900.0
1328,912.0
1329,1375.0
1330,462.0
1331,612.0
1332,2330.0
1333,978.0
1334,5250.0
1335,391.0
1336,5565.0
1337,702.0
1338,0.0
1339,1169.0
1340,1192.0
1341,288.0
1342,198.0
1343,412.0
1344,1692.0
1345,1125.0
1346,3850.0
1347,5380.0
1348,1116.0
1349,5295.0
1350,3465.0
1351,800.0
1352,272.0
1353,612.0
1354,0.0
1355,348.0
1356,696.0
1357,1055.0
1358,2884.0
1359,2248.0
1360,636.0
1361,2160.0
1362,2717.0
1363,0.0
1364,345.0
1365,2936.0
1366,1974.0
1367,4606.0
1368,3792.0
1369,0.0
1370,70.0
1371,1926.0
1372,
1373,785.0
1374,
1375,5205.0
1376,130.0
1377,141.0
1378,2961.0
1379,248.0
1380,1090.0
1381,12.0
1382,2356.0
1383,835.0
1384,9.0
1385,1072.0
1386,5590.0
1387,1610.0
1388,648.0
1389,3804.0
1390,410.0
1391,2440.0
1392,1456.0
1393,1960.0
1394,393.0
1395,7044.0
1396,666.0
1397,4620.0
1398,8.0
1399,1670.0
1400,611.0
1401,888.0
1402,3980.0
1403,720.0
1404,310.0
1405,2154.0
1406,0.0
1407,65.0
1408,965.0
1409,1463.0
1410,396.0
1411,8400.0
1412,4200.0
1413,1216.0
1414,1980.0
1415,0.0
1416,179.0
1417,576.0
1418,11.0
1419,0.0
1420,1110.0
1421,3938.0
1422,450.0
1423,2873.0
1424,4419.0
1425,7.0
1426,0.0
1427,2590.0
1428,6890.0
1429,10.0
1430,1936.0
1431,154.0
1432,10999.0
1433,144.0
1434,533.0
1435,2358.0
1436,820.0
1437,20.0
1438,120.0
1439,1206.0
1440,295.0
1441,18.0
1442,600.0
1443,2872.0
1444,2569.0
1445,726.0
1446,1076.0
1447,788.0
1448,20.0
1449,710.0
1450,25.0
1451,48.0
1452,2696.0
1453,875.0
1454,5031.0
1455,770.0
1456,0.0
1457,329.0
1458,3992.0
1459,2480.0
1460,879.0
1461,1404.0
1462,2352.0
1463,9.0
1464,4239.0
1465,1194.0
1466,1683.0
1467,1807.0
1468,752.0
1469,616.0
1470,796.0
1471,1309.0
1472,0.0
1473,0.0
1474,162.0
1475,248.0
1476,2992.0
1477,135.0
1478,4780.0
1479,750.0
1480,392.0
1481,10.0
1482,855.0
1483,50.0
1484,52.0
1485,1368.0
1486,3885.0
1487,9.0
1488,0.0
1489,2817.0
1490,4110.0
1491,90.0
1492,25.0
1493,5.0
1494,2184.0
1495,162.0
1496,744.0
1497,4340.0
1498,1260.0
1499,54.0
1500,348.0
1501,1998.0
1502,2835.0
1503,496.0
1504,35.0
1505,7552.0
1506,828.0
1507,4140.0
1508,0.0
1509,690.0
1510,30.0
1511,708.0
1512,455.0
1513,228.0
1514,620.0
1515,627.0
1516,3420.0
1517,192.0
1518,1096.0
1519,3.0
1520,1134.0
1521,3400.0
1522,0.0
1523,30.0
1524,1665.0
1525,4914.0
1526,174.0
1527,3354.0
1528,3568.0
1529,3990.0
1530,330.0
1531,80.0
1532,0.0
1533,5.0
1534,30.0
1535,680.0
1536,805.0
1537,750.0
1538,
1539,822.0
1540,247.0
1541,3400.0
1542,570.0
1543,490.0
1544,120.0
1545,1488.0
1546,322.0
1547,1353.0
1548,
1549,136.0
1550,1507.0
1551,0.0
1552,1668.0
1553,352.0
1554,1296.0
1555,9.0
1556,3195.0
1557,2172.0
1558,1656.0
1559,5.0
1560,0.0
1561,2590.0
1562,1776.0
1563,2.0
1564,1629.0
1565,923.0
1566,2919.0
1567,6.0
1568,528.0
1569,966.0
1570,12.0
1571,215.0
1572,180.0
1573,1675.0
1574,57.0
1575,748.0
1576,429.0
1577,6986.0
1578,0.0
1579,1090.0
1580,885.0
1581,40.0
1582,348.0
1583,10.0
1584,369.0
1585,108.0
1586,0.0
1587,6.0
1588,2904.0
1589,6135.0
1590,30.0
1591,144.0
1592,8.0
1593,4.0
1594,1448.0
1595,5488.0
1596,963.0
1597,6720.0
1598,1432.0
1599,2340.0
1600,195.0
1601,3899.0
1602,581.0
1603,5.0
1604,4396.0
1605,384.0
1606,244.0
1607,1795.0
1608,6.0
1609,1611.0
1610,229.0
1611,1110.0
1612,12.0
1613,2187.0
1614,12.0
1615,2.0
1616,848.0
1617,695.0
1618,2672.0
1619,3425.0
1620,1030.0
1621,2565.0
1622,1765.0
1623,1296.0
1624,270.0
1625,3030.0
1626,2616.0
1627,2871.0
1628,212.0
1629,3094.0
1630,658.0
1631,39.0
1632,564.0
1633,913.0
1634,135.0
1635,936.0
1636,560.0
1637,1313.0
1638,885.0
1639,3069.0
1640,10.0
1641,1362.0
1642,246.0
1643,550.0
1644,1876.0
1645,333.0
1646,755.0
1647,1356.0
1648,270.0
1649,2988.0
1650,850.0
1651,1479.0
1652,2125.0
1653,84.0
1654,1242.0
1655,204.0
1656,30.0
1657,609.0
1658,21.0
1659,606.0
1660,2169.0
1661,544.0
1662,0.0
1663,50.0
1664,252.0
1665,420.0
1666,45.0
1667,10.0
1668,672.0
1669,0.0
1670,6848.0
1671,2313.0
1672,95.0
1673,4428.0
1674,650.0
1675,1885.0
1676,162.0
1677,2415.0
1678,222.0
1679,3069.0
1680,522.0
1681,5160.0
1682,364.0
1683,2850.0
1684,5184.0
1685,700.0
1686,1940.0
1687,14.0
1688,36.0
1689,24.0
1690,4900.0
1691,16.0
1692,920.0
1693,695.0
1694,732.0
1695,32.0
1696,1859.0
1697,496.0
1698,640.0
1699,1232.0
1700,2952.0
1701,522.0
1702,20.0
1703,9614.0
1704,725.0
1705,3.0
1706,2915.0
1707,150.0
1708,405.0
1709,2486.0
1710,446.0
1711,228.0
1712,1560.0
1713,40.0
1714,8203.0
1715,60.0
1716,162.0
1717,3400.0
1718,4191.0
1719,50.0
1720,0.0
1721,1356.0
1722,360.0
1723,1224.0
1724,255.0
1725,180.0
1726,10.0
1727,449.0
1728,301.0
1729,360.0
1730,105.0
1731,12.0
1732,4482.0
1733,356.0
1734,4860.0
1735,369.0
1736,0.0
1737,54.0
1738,3790.0
1739,
1740,377.0
1741,184.0
1742,324.0
1743,12.0
1744,3787.0
1745,8.0
1746,356.0
1747,270.0
1748,4277.0
1749,6940.0
1750,50.0
1751,2980.0
1752,6264.0
1753,3464.0
1754,477.0
1755,1024.0
1756,304.0
1757,118.0
1758,5244.0
1759,4200.0
1760,2728.0
1761,1428.0
1762,2128.0
1763,86.0
1764,591.0
1765,720.0
1766,2961.0
1767,1071.0
1768,2106.0
1769,3276.0
1770,2510.0
1771,545.0
1772,170.0
1773,10.0
1774,1526.0
1775,766.0
1776,9.0
1777,4068.0
1778,155.0
1779,354.0
1780,2178.0
1781,328.0
1782,606.0
1783,6240.0
1784,2057.0
1785,172.0
1786,980.0
1787,180.0
1788,3128.0
1789,693.0
1790,2840.0
1791,90.0
1792,4070.0
1793,896.0
1794,448.0
1795,477.0
1796,0.0
1797,748.0
1798,286.0
1799,3360.0
1800,590.0
1801,644.0
1802,19.0
1803,1556.0
1804,1341.0
1805,372.0
1806,0.0
1807,3886.0
1808,1708.0
1809,3.0
1810,1474.0
1811,4.0
1812,35.0
1813,9.0
1814,504.0
1815,1310.0
1816,12.0
1817,1630.0
1818,413.0
1819,3010.0
1820,2584.0
1821,2590.0
1822,0.0
1823,0.0
1824,2864.0
1825,3204.0
1826,9.0
1827,200.0
1828,1560.0
1829,680.0
1830,160.0
1831,153.0
1832,4970.0
1833,1188.0
1834,45.0
1835,5910.0
1836,90.0
1837,41.0
1838,336.0
1839,7414.0
1840,8487.0
1841,2555.0
1842,120.0
1843,672.0
1844,805.0
1845,64.0
1846,197.0
1847,70.0
1848,1309.0
1849,348.0
1850,462.0
1851,1260.0
1852,1296.0
1853,1078.0
1854,1405.0
1855,265.0
1856,1736.0
1857,190.0
1858,147.0
1859,50.0
1860,356.0
1861,4376.0
1862,88.0
1863,4876.0
1864,700.0
1865,2025.0
1866,3178.0
1867,3498.0
1868,54.0
1869,1589.0
1870,28.0
1871,0.0
1872,208.0
1873,2737.0
1874,1880.0
1875,874.0
1876,372.0
1877,1190.0
1878,1380.0
1879,452.0
1880,50.0
1881,6785.0
1882,13.0
1883,2718.0
1884,1288.0
1885,0.0
1886,847.0
1887,707.0
1888,162.0
1889,405.0
1890,810.0
1891,612.0
1892,8.0
1893,1592.0
1894,0.0
1895,480.0
1896,1440.0
1897,308.0
1898,890.0
1899,3766.0
1900,455.0
1901,2700.0
1902,3184.0
1903,222.0
1904,327.0
1905,2630.0
1906,355.0
1907,30.0
1908,1569.0
1909,25.0
1910,0.0
1911,1650.0
1912,180.0
1913,764.0
1914,7911.0
1915,1496.0
1916,2968.0
1917,296.0
1918,399.0
1919,186.0
1920,606.0
1921,812.0
1922,1788.0
1923,918.0
1924,1160.0
1925,1897.0
1926,2640.0
1927,300.0
1928,18.0
1929,450.0
1930,2872.0
1931,7391.0
1932,2570.0
1933,456.0
1934,1085.0
1935,835.0
1936,312.0
1937,0.0
1938,0.0
1939,210.0
1940,115.0
1941,973.0
1942,454.0
1943,927.0
1944,680.0
1945,378.0
1946,192.0
1947,3618.0
1948,1032.0
1949,20.0
1950,931.0
1951,297.0
1952,1008.0
1953,9880.0
1954,5538.0
1955,4966.0
1956,5.0
1957,438.0
1958,516.0
1959,1179.0
1960,184.0
1961,870.0
1962,2.0
1963,12.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,10.0
1969,5505.0
1970,660.0
1971,195.0
1972,1770.0
1973,2528.0
1974,276.0
1975,330.0
1976,40.0
1977,708.0
1978,1875.0
1979,924.0
1980,0.0
1981,3978.0
1982,24.0
1983,350.0
1984,2365.0
1985,5952.0
1986,18.0
1987,1528.0
1988,3250.0
1989,552.0
1990,0.0
1991,1096.0
1992,1029.0
1993,1524.0
1994,231.0
1995,124.0
1996,24.0
1997,1256.0
1998,328.0
1999,99.0
2000,3228.0
2001,4256.0
2002,1285.0
2003,109.0
2004,0.0
2005,8190.0
2006,9.0
2007,708.0
2008,3088.0
2009,1428.0
2010,30.0
2011,3627.0
2012,
2013,77.0
2014,320.0
2015,0.0
2016,924.0
2017,8058.0
2018,348.0
2019,4550.0
