LGBMのGBDTの予測,LGBMのDARTの予測,LGBMのGOSSの予測,XGBのGBDTの予測,XGBのDARTの予測,CatBoostの予測
71357.07531212189,69243.71273008175,69769.97153825457,72851.125,70583.9765625,72508.1071255915
79973.3199590944,77268.71181046564,75255.42741402955,79812.671875,78115.328125,75540.98250506163
41443.52410072372,41768.77909728799,42046.640986060615,38686.328125,39212.94921875,39545.56355180743
171806.0269091928,178640.7891831646,186372.41576111477,170436.734375,185922.234375,173686.40783430013
156940.04626184123,155095.68012884454,160466.86556289857,156807.734375,153118.9375,151614.4079200375
111613.61439237047,112356.27557872703,113148.83609939093,112345.609375,115753.3359375,116898.6185454092
109573.60112988966,104668.54259554496,106197.94541315423,105931.3203125,107787.7890625,103641.08842618474
42627.29374848105,43437.98683883,43494.12314795766,38573.00390625,37552.4375,40686.17683982404
55917.092211210154,59001.397422414244,59598.93924462176,61357.9375,58672.08984375,57493.85590112212
95894.3858756042,92583.1716889274,95005.9457843669,87522.984375,91877.59375,92100.80441411035
79161.46668476154,77467.79992443071,80350.60914064095,77226.9765625,79771.640625,76365.19502698578
72822.20140462171,70187.44732358503,69599.36463744563,70168.421875,70420.9609375,68626.15503976433
104088.78234999899,100585.31315204603,106011.19836494439,111991.5546875,108209.59375,98671.97755255294
78724.18252825008,78136.87493187303,78915.15173785853,79880.7109375,79068.796875,75113.15856831454
71571.49128464231,73008.94381892907,71085.30210969874,77281.796875,75408.828125,78658.0051274065
51181.95300963869,52447.35640047465,53220.180100176636,51695.671875,56003.8125,58344.15725542458
129906.34794623134,127077.36405640445,124590.5359220476,123230.9921875,125488.53125,129306.88281709421
129061.62868783412,122572.23790131361,118113.39213611856,117654.71875,119569.0,123209.51736809712
131547.66375948774,127870.69360659942,127434.2730519015,127531.8515625,134192.03125,139091.9337662942
156857.924605645,159580.313738814,159590.00243087616,155221.71875,167427.046875,172753.47720939448
59707.34131390795,60140.38696528729,63988.012688349205,56426.70703125,54251.0,54396.649041333854
88284.89855160494,89246.24709074631,86174.88021048276,97518.171875,95797.59375,90210.14762014468
182409.18817299884,181081.82226586703,182704.61232347085,181634.3125,179039.8125,184271.45613581198
96032.26116257608,95449.23170578209,94093.18652678665,95089.640625,94752.5546875,97154.37303778928
74597.92174872925,75416.41302018857,72394.61005131566,80310.5859375,76831.34375,75693.86668249065
85012.64996063092,83378.04570293706,89329.0907375903,88516.296875,90645.234375,91097.18338664073
103824.49033012814,103268.8787453676,103970.74719394854,104096.0390625,104861.6875,105146.07739006527
186905.31925346516,191570.2021717859,200747.3276651223,205049.65625,197943.140625,203100.0640619964
74458.47045447292,77025.7566674334,70209.67515467346,72789.6015625,75316.0234375,75546.04154397504
59990.998228410936,61013.144038333805,56590.17578839253,58986.796875,59343.828125,61512.271086452536
120278.3150245364,118992.17641031013,116142.0121439785,119692.4296875,116279.3984375,116743.9433646303
103812.89417462742,104093.2422446179,104785.11586050998,107980.1171875,105990.46875,107049.91296687523
78263.22293286402,80020.71595611835,78107.96188452421,81195.40625,78258.8828125,80016.50948500668
84970.95305399016,85785.94334411762,77413.75138640612,82255.671875,86886.90625,81600.5415226026
137589.64100135106,122152.27598970087,142971.67852429854,137582.96875,132954.46875,129619.82908438565
68902.22431956841,72307.40741712862,69197.81018198734,70904.6796875,68493.3515625,71070.4027213681
50619.474435590615,52331.79802118478,50379.47353537651,48550.26953125,51762.68359375,50316.29976840985
79280.11183515532,81547.19711493983,81846.44938926453,87407.0625,87198.296875,85660.42792425262
114207.00835165345,111030.25141517418,111497.63848546057,110009.1484375,113335.4296875,118819.74131763061
95817.20406432143,89086.37446870975,88809.28774199417,90983.90625,96258.1953125,94287.12947686874
217843.93567882167,227912.0097223373,210181.43168811014,208309.71875,219924.828125,210902.39927287804
110367.79988481538,106789.20351358262,113942.28436091109,108837.1171875,110448.21875,106371.90033956718
55825.61791490158,60567.30249509894,61047.334526281564,57875.359375,61171.78515625,64168.81275033508
94032.02527773696,92023.23673143792,93322.13996451245,94724.421875,90805.9140625,97291.06903152587
169330.8220230972,169028.551350425,167705.3577885661,172808.46875,159171.71875,164813.09887532488
73689.56982416513,73318.53692351107,77452.43143921574,77345.46875,74149.234375,82853.78436061722
230030.23588747048,224108.48119702868,230509.49447894105,230639.421875,222981.125,215327.20226834278
52674.02906260506,50341.12668773535,53427.20361756148,54828.87890625,54324.74609375,53367.48197650076
82503.61727421197,85135.73378920085,76299.36221266464,88476.4296875,85528.0390625,88390.75150099861
97525.76055827939,89473.78608309345,96475.34660858402,92362.953125,81823.9921875,87485.40374721547
86051.37930271094,80855.2991250481,87645.34636782696,93882.21875,89362.1640625,86503.35787096914
87216.92912294374,89027.15205150461,88401.05552053465,88225.1328125,93797.8828125,97412.64784408644
60202.382534944234,61754.6934058058,60787.7408213502,59027.7421875,58928.7890625,59644.21975316236
192443.96945690655,207291.57778179864,197147.28891100764,186658.796875,194657.5625,194438.08331922535
99839.57029566389,102317.0052093715,100951.89576595186,101629.8203125,99173.7890625,95374.87785022726
178466.69278590073,177854.53875658722,177975.8222091292,181870.03125,178803.921875,165580.06944230633
91097.79213514924,92229.95830650355,90564.65420196224,90738.859375,94365.359375,92828.18721519972
105107.85643286152,106201.37070136798,106568.12312919642,104698.9296875,99534.234375,107448.74492354838
85660.85977158154,82764.55574058255,84368.07902729504,82482.96875,88415.5234375,89224.22845212951
106772.53189104752,105428.85488329157,100841.96211151028,103929.703125,103524.0078125,98770.35593338769
252416.8403327604,271961.37035733036,267442.1327637794,279308.75,254419.671875,262497.58968640945
141934.510120047,138500.18833511428,138120.08341204433,141985.59375,139960.890625,129901.11569989007
80700.60664210154,71395.49953648141,74270.74525791102,72118.1953125,74267.6953125,76022.68286835786
195570.6344347007,191935.96877738158,193875.59348388948,191149.34375,194485.078125,200503.27618498908
109945.85510222023,109491.62942246244,109228.09163881461,110879.2734375,111374.65625,108025.24094795063
52821.85023821826,55664.5933655198,54044.69500590423,55080.84765625,55603.3359375,56369.73732674116
90811.81184075997,85699.24115259078,86606.94047649931,89673.265625,87299.125,90209.060636011
186006.62386516266,186107.11095434747,184488.86664265709,185708.984375,185607.703125,183020.86955048598
47187.70446417267,44135.488934030756,49641.076555595624,45438.125,52519.71484375,50389.76021928653
101721.10454497414,104588.82533187472,105669.43350692063,91134.6328125,97700.1640625,107121.87887489592
127307.10931991489,125094.31275872461,126317.32373717753,127086.8515625,122701.3046875,125848.90948996555
51051.76637017323,47664.59642251234,48997.58812302607,50916.31640625,51348.6484375,50872.21976091704
77821.28704566821,74908.17088558662,73775.34700067707,78676.7578125,74379.6796875,81347.99087329232
228815.60456415484,250194.0315057988,236164.74499624842,246131.90625,266586.5625,256309.56583552342
125318.85390533562,126231.47861286644,128518.69206440993,131713.46875,131166.3125,130598.37896646505
87725.82705876179,89955.17438422726,90213.2675140259,87074.3828125,91960.828125,93825.2131031568
137591.3456849102,133842.19883642398,136519.3862626736,133008.234375,135950.171875,136963.14128561591
149628.29257017124,148157.89495172736,145523.41099830923,147992.4375,148818.75,149800.7320422466
137332.1619260198,130930.564079727,137973.79858950118,138439.5,132351.09375,120470.8081465317
93436.1411525223,79562.06035570035,81648.54362122357,78695.1640625,83419.0390625,89743.87434552443
174937.5854107848,174873.52682300122,172387.26458807779,174867.828125,174893.765625,177583.94498721662
142068.1117031509,141313.4538285324,142809.71270348708,142234.28125,142564.578125,137975.33711270598
97144.1249676485,100987.70582548926,98446.98523927447,106143.703125,102344.2890625,96025.97765644133
92464.98138953585,90156.19316572786,94183.0223514869,92912.140625,92189.4375,90841.43279214538
91323.977641068,87163.19285130528,91381.4363340039,89994.2421875,89035.203125,89323.90911925375
67433.27923525426,68371.70518062293,68455.90387273279,66130.2890625,66750.640625,67790.78553438395
82269.13446050031,78354.49559999398,80846.49054896353,80546.6171875,84236.5234375,82501.03101934606
200798.19985530572,210295.45570495148,246746.7885591159,207242.90625,202234.265625,198278.9688009321
114656.40999642912,111410.71738532177,114361.787454445,112083.40625,114688.9765625,106675.04690041112
115901.7330531495,116677.00513606537,123650.84140601492,112340.34375,117081.5859375,117600.34981716557
285873.258837962,273283.27982285805,286696.73588330124,274988.4375,293150.90625,288912.82980781177
415593.7371969785,403683.7531753539,403620.8478381393,403844.90625,399042.125,381621.2791483876
86607.01862853077,90664.30346829742,90698.4395674021,93185.3203125,85624.640625,88437.66862024115
124025.77647740206,121453.84544271773,129921.47583428618,121586.8828125,119552.5078125,119785.02260692065
200408.94311012718,197337.84212763997,199817.64004855359,202018.734375,197114.0,207822.12136480294
114423.3152139325,102145.18013874015,107660.31694008183,102854.9375,108016.171875,107351.86228275023
46745.19826017269,44935.93014420201,44799.744874450174,48414.515625,48437.609375,46287.86626062398
93119.97408902661,93174.29644881537,90314.30490410418,92706.6640625,90257.5546875,91901.16897629287
62959.219423410555,62677.29639093539,67240.04555512636,63101.9609375,65792.2265625,64617.50209017736
67113.23404097484,70446.91085964043,64324.89720970614,64667.42578125,68992.96875,67487.24292215852
100210.92328979177,98568.25007047804,102215.91699509289,100907.921875,99523.4375,102029.34575448532
103568.35476110518,95749.1599052664,98804.6402996134,95720.0390625,102229.453125,104264.51359113847
77527.21332967054,75744.61384193038,77848.81080690933,77103.8984375,76881.2265625,76727.14352871096
166388.3040361647,157617.50369554665,165492.5352629307,152455.265625,146248.140625,147738.00617349142
87165.88638067956,82611.77944026225,87105.30591522329,84342.375,83298.7265625,86408.65085145168
112955.66410945948,92630.54617846875,100035.55637317002,103013.1171875,106319.390625,101069.13939692135
162887.33289696046,157123.3183760989,177296.44946946026,159688.171875,162180.6875,164281.9582358512
82786.69354005205,80925.36844223886,84277.34991715784,83924.0,81410.4921875,91764.20007099643
165048.95474980114,163740.26500500093,153972.42520958997,160018.65625,166853.28125,161929.31235224495
108954.77718793566,109106.8761105877,107073.21736507468,110116.5078125,112526.2265625,111246.76165907942
71473.32803381354,75133.05337831659,73491.40088544953,72335.5234375,73716.5546875,72292.73214972668
80329.80477546448,78792.17699786561,77874.55363158163,79701.640625,79934.0859375,82516.62799723045
84003.79501022123,84513.33198169807,86489.97799347497,84559.0,84228.421875,84855.800911543
98549.06290816303,97387.48368894354,101742.3889778995,96280.421875,101651.328125,101465.9378691262
223643.02376680006,220899.74233708004,220223.65312207947,219727.0,232309.03125,245070.5836615252
88421.09551153358,84115.81795847966,89017.64355583636,91048.609375,88661.3515625,89194.54389384315
53195.30917468832,55247.68467841177,54661.83908217198,57010.98828125,52263.78515625,55234.38517346512
50985.221485551345,51724.68120094954,52685.266788945126,49745.296875,53737.11328125,53733.21500859124
93492.67494709654,102730.40554664608,99473.53174741022,102968.1953125,87292.28125,89147.01907256347
71552.82082772996,74707.85609103729,74491.15376639953,73027.046875,72533.359375,71753.96557572782
74749.99489411265,74331.27688512059,78448.40938474597,77863.0234375,73961.90625,70631.5128844105
68903.79474906658,71196.82213280811,71844.34657596768,69834.7734375,72289.7734375,71845.57164001412
105616.86524889336,99871.30574358549,102906.70072056442,99159.4921875,102365.3515625,103082.17254889799
77302.63869177735,81851.06557408566,83041.07865617274,82405.421875,83825.5703125,79687.40612563497
136890.64203772432,138028.30564160008,138422.1508833825,139859.078125,156179.40625,146448.97176330944
53845.56567288564,51302.78818054347,55558.85012099425,51542.484375,50783.875,50416.338538521624
90187.51972879044,91754.51874465552,92466.81483735106,94670.90625,95055.59375,91413.65521631684
92791.72879558934,96327.3815143615,89848.0719281324,90529.125,99587.9921875,99729.28215630366
85787.26677118006,86410.3387699182,82443.59524263971,84622.171875,83956.25,81941.58830062818
73472.84777345067,79443.61173074332,78515.31460523339,87019.1640625,80782.796875,79957.87019309303
84578.38847080428,89543.05843838635,90906.42598145102,84877.5625,87265.265625,89540.4131534368
185009.6704369649,183836.7036127328,188518.96168060976,184874.84375,182972.796875,182016.415672769
59792.202146911884,64213.62959255278,60954.70396447084,60909.0546875,70374.890625,61737.41397672611
65448.42921654743,61135.51438267004,63967.34562002512,66052.265625,62376.7734375,59026.30600226603
89995.802131506,93279.24046651588,89398.40715006443,91386.8125,91722.9921875,93578.62598413858
115735.34118845734,115807.46320990351,115378.25495153996,114926.46875,115751.6953125,120270.49964753905
101301.80247237597,99015.62286381144,98659.04234739442,96233.4375,100977.9921875,99395.86531018335
77717.20144888926,76891.51039754585,79368.16020520218,81764.859375,79314.046875,79362.03985243975
55760.7453058786,54466.68217911552,53519.559833890984,54384.9453125,54293.4140625,55788.18564785871
62772.61269976665,63903.59270184404,65234.9060863093,69607.5078125,64618.2578125,64509.710789118006
135582.2817166844,124775.6397736247,130344.82220374855,125922.2734375,134260.78125,126774.56448783934
66974.02180791233,64405.26945257655,64957.01315344273,64551.85546875,64066.41015625,66870.40634986777
121287.9092331252,116528.68502116032,118788.59967755516,120213.75,119365.40625,114784.01875816284
106672.45215256681,106187.47256962098,105485.07097634776,106576.2578125,105061.46875,105409.18940698664
107759.10447811877,118716.52374252783,114178.1941401176,113487.4921875,111454.6484375,106674.808305806
63662.165469396285,63049.228345284915,60123.07142249476,60395.2421875,66350.3671875,65587.07328822312
49444.628346728874,48280.19413982551,52949.1668224282,46585.6953125,51366.5625,42933.188191907364
98715.43666649403,100989.39746078751,97661.19721512894,99470.7109375,104355.4375,104277.63802276964
103942.64800011372,102209.18126006138,102463.50297485443,105076.84375,101976.171875,105100.17993457729
111448.02836791206,107471.70586261146,108672.67572833734,106740.6640625,113309.6328125,113187.02576630727
77881.16241318225,76066.63170097662,76215.68690412589,77340.1796875,76437.2578125,79572.58555879405
75043.93479974374,73340.24183082522,76304.89232369776,76339.7265625,75650.546875,76275.12885421823
136974.66130989578,135241.73913979027,138945.9260742683,136696.640625,140663.875,142381.40765290067
143492.20456844452,143033.59693137067,143323.82726321503,143486.0,145469.0625,153642.60961175273
53780.87380662626,57229.00810925884,57013.73217032694,56456.640625,56948.30859375,60590.63143529119
126651.1033850151,125486.52187180518,125280.49893031492,127181.625,124472.1015625,119843.89802240855
66097.78956074275,67200.93472977691,63927.53178375235,69126.7265625,66914.421875,68792.05919645028
180746.22601753997,180994.48418469788,179464.82448753476,183175.375,179641.046875,174200.8508038913
63118.21209281439,62891.4273783079,61780.914006951076,63248.0234375,63956.4140625,63419.731225306125
93843.9558710488,96097.58429954808,95424.297367867,92898.0,93224.265625,91352.61180481303
49699.3305616471,51629.512895215485,52168.766642962735,52177.10546875,51135.87109375,53422.42534692771
58652.842977979926,60106.426762856085,58440.16595518141,61711.41015625,61525.59375,59641.81724787105
393830.34080326895,328270.2863258737,347008.67877993226,378820.5625,366323.40625,341069.2587568466
62581.192175444514,63713.026167045835,61372.00130828684,64403.75390625,61462.15625,62210.16103988887
80203.4360125637,80341.4750253035,78217.22380589522,79917.6953125,80291.8515625,79429.54893036935
43001.95772976493,47076.69652360259,47268.396121138336,54626.9765625,46740.921875,42079.672593086
88098.32639598679,89999.47995717655,94620.02563196309,85882.8515625,86274.3984375,82549.18273783218
116132.24466554174,112618.23489616091,109978.06820936067,112236.390625,117115.4921875,116108.52746348079
89711.78584277668,90981.18931176142,89489.1525681426,88440.3125,88903.046875,90558.14301451828
70867.46796343905,72298.0613452744,71827.40877802613,70628.796875,70807.8515625,71226.88851367761
56151.02166729604,58407.32461150633,59231.05422685602,60646.296875,57986.66796875,57634.97673441158
138635.99787860672,144429.23423563776,136914.96862185118,145238.8125,137597.53125,141789.05543143724
202053.13033716043,203058.33526041277,198778.7076803112,214770.03125,211226.546875,218640.79531844356
191117.1059502031,188015.95733800167,190340.12628382223,192764.359375,184388.640625,182676.02299367276
83159.38779390577,86614.44938786422,83871.28321105252,84377.75,83769.0,81018.14191118762
117258.88492736552,123153.69417770518,114466.65949605679,130164.046875,131541.984375,120602.57185692585
69570.28804058555,66855.32128349316,67625.63429027316,73834.4765625,73702.03125,63764.042714822346
128329.46403305509,132009.6098633526,132176.20502716667,131420.484375,129413.6015625,137810.39489457733
446924.1088664022,473359.57454424945,413198.1840506525,407886.4375,428331.78125,410518.9159954171
185616.20331548952,177866.30072152158,183362.83558884388,169764.234375,164370.90625,178475.4777102848
51456.801321614206,52209.416589120214,51802.475784171715,53656.34375,52340.609375,52516.62966734609
102420.35565527086,101605.77235546113,102020.16549263675,102400.0390625,104386.1015625,102556.7505600234
63957.50272112742,62917.49736072173,63160.597966300375,65882.484375,63283.66796875,65876.42634524769
57942.34305058221,57200.07103509724,56075.945384771636,55517.94921875,57325.95703125,58273.77716499818
51480.52892788312,48952.55157613997,51683.74274099598,51242.921875,50964.9609375,49823.18626447908
124287.39308517457,119625.35913653228,118696.0262809236,116332.96875,119318.140625,124734.92725192805
76072.89457071472,73267.73234448324,74517.96157376333,72978.8359375,72405.2265625,71579.83932460724
118310.25727800824,120695.71804346438,121893.5494321332,120508.734375,112398.2890625,112964.3569475966
72305.81249084868,71593.14780793105,67898.83164680641,70135.578125,70127.984375,69167.5274283838
197074.4198884272,195991.02027878087,196602.65584911295,195084.546875,193905.796875,185899.13335664704
104535.79585409089,99021.82943288868,101978.3408888901,98942.3515625,99748.4296875,94905.17500321497
141321.49898646158,138900.5857955634,140566.8083239329,141015.90625,138169.828125,136993.59738806705
213787.51123113296,227186.0005015513,221978.64436595747,227733.59375,216203.375,200112.7652212573
97218.32481857562,98630.210613715,95804.24926678884,101365.2109375,100223.171875,102021.82122129825
564685.2995740697,593893.6871371834,579862.7123380322,564344.8125,549230.625,555408.4582154157
269321.50549203984,267858.88141522923,268558.0032190674,270021.90625,270877.4375,271418.34002667246
202523.73144865272,202950.92510110192,205473.7046233268,203240.34375,204016.875,206372.06943059902
64597.47324574919,63978.99165630433,61670.793411116705,63862.86328125,65057.95703125,66592.61260779673
63921.47213075441,60004.51529676328,60354.916643090946,63465.19140625,62621.39453125,62151.160949456724
116109.85302341582,114954.88231428803,115475.21231738756,118312.828125,118633.765625,111370.62219390427
96127.70250295597,95214.20227261038,97005.13064096858,102840.6953125,95074.4453125,104066.80795528319
167892.39164010313,169977.5852193359,166718.08844978435,177318.234375,173237.671875,170445.48642449125
106170.38712509583,107596.58361964257,109841.99569819585,113031.25,111366.046875,112334.22603556105
131153.41435657293,126911.00768436614,126569.11467944198,128114.6484375,130098.8046875,134901.70388549464
65002.581569169546,69268.75770089871,62465.790692584094,71419.8125,67122.8125,60404.84853065326
68975.13365991107,67909.70237897013,67864.73839119959,71338.953125,69894.0859375,69407.10721830223
94806.98421440131,91577.28087602959,92922.81449873767,90277.359375,95986.984375,91664.20748430998
109778.79382191385,108112.98982730137,109631.96846372496,101153.2890625,103810.734375,106176.28616833419
80052.34432593748,77730.90073652119,78623.80365614538,79125.3671875,74854.7578125,73360.52659209151
90061.83114305424,83290.49472750962,89151.14459851463,85984.8515625,86605.7578125,86221.8359155265
204010.3817747451,199297.21962207882,202831.3426495544,202806.234375,202045.140625,192106.00945410432
131948.37806710237,132381.10203391357,134373.6641161586,133011.71875,126058.390625,124099.37947521714
228651.99387670134,226383.13661882965,224934.94190293836,229951.390625,232734.265625,229254.62246353173
108213.7069065291,106921.4176484012,114931.24806880447,109838.484375,107514.40625,112589.49900437357
202536.92902371683,206563.330444476,211762.27013267425,210549.046875,209585.4375,206682.02737962245
96418.27000351167,85927.5181968174,89101.96793424402,91971.4140625,93210.796875,92959.81175352127
96647.60252379075,103311.66843287468,103242.30088284827,95399.875,99192.5390625,95977.8507296947
315273.1689791814,296656.1394372638,302228.08543029457,307707.625,338514.0,331176.07050131576
122286.09372151607,119876.6502128978,119940.94082536359,113599.3203125,113070.59375,109477.40152813667
77417.45315662051,78162.96540805619,81713.17062148644,84730.125,80384.8828125,77000.90187723254
69261.06818967276,69751.84300297528,69156.70509733913,70991.65625,68208.9296875,71899.70229326806
59735.38769715467,59325.3772342863,61711.13228224674,57884.84765625,61737.0078125,63491.30412951949
89858.42459279421,84169.21693706738,93399.80380528975,82202.1875,82411.0625,84644.11948858798
52508.5297147305,52684.19092973626,55767.0915326119,53921.953125,52541.34375,48157.20727258391
62002.303263580776,54565.5550230995,60916.38460892167,57753.0859375,59456.921875,60386.78592377248
130336.7344677343,137086.55345433633,132994.157930994,136016.296875,127953.15625,122299.53838819399
79989.2988784847,79190.67332805276,78833.38050228627,81688.0078125,77575.8359375,76357.61389308347
94735.2721711834,96374.54956701455,95674.55392793639,94838.2109375,98825.5703125,101404.28280892542
110291.12955212996,116797.23342682383,115374.7493485426,117908.421875,109255.9453125,105959.41311813983
104005.1427825409,104268.16821481448,104498.90097636092,103528.359375,104162.3671875,103932.46989785162
110497.558336701,108505.75492432578,111276.427662048,110888.125,108897.2265625,112521.4768826689
