最寄り駅,holdout_ts
119,94341.6
23,195022.22222222222
24,113109.17874396135
103,92533.81642512078
103,92257.42574257425
141,93339.28571428571
267,326974.358974359
53,101517.39130434782
268,103640.15151515152
32,88511.32075471699
84,114375.0
70,83413.46153846153
205,115745.61403508772
100,95898.64864864865
179,85928.3185840708
18,87869.23076923077
125,100704.05405405405
33,83748.93584905661
112,158717.80821917808
30,186489.13043478262
219,94591.8918918919
274,104800.0
14,92032.52032520325
77,117065.26946107784
237,114029.41176470589
159,85280.0
228,103502.42718446603
179,84012.63362068965
275,105657.4074074074
276,73260.37735849057
165,134039.46078431373
113,101432.33082706766
6,147525.0
235,235581.72661870503
124,212410.7142857143
78,121121.39917695473
46,178504.6511627907
87,114500.0
88,74950.80645161291
12,73813.95348837209
277,133296.51162790696
78,121770.99236641222
108,92213.63636363637
181,100560.0
74,83511.95652173914
1,119609.87654320987
24,111135.84474885845
126,109654.86725663717
11,110843.80165289257
103,92533.81642512078
278,119921.875
79,106922.22222222222
77,112931.36094674557
94,121808.22222222222
40,159838.7931034483
129,121131.25
86,97915.0
43,97350.0
178,103350.50505050505
279,217866.66666666666
82,104848.62385321101
190,97907.60869565218
23,195022.22222222222
151,95686.95652173914
118,119635.76642335767
73,98041.93548387097
49,113231.48148148147
157,227200.0
280,87763.88888888889
92,98338.75
281,105079.5081967213
53,101593.81443298969
282,123173.91304347826
74,83539.47368421052
211,119280.30303030302
168,87131.42857142857
149,67098.68421052632
168,87131.42857142857
283,91642.85714285714
260,100797.61904761905
119,96246.84684684685
105,90673.80952380953
69,107007.93650793651
284,93104.81927710843
135,104150.0
230,163176.19047619047
10,101259.25925925926
266,84597.56097560975
285,114608.1690140845
136,103000.0
7,89234.5744680851
71,116489.09090909091
67,149074.25742574257
116,135273.5849056604
5,89500.0
286,191867.3469387755
249,92649.25373134328
79,106922.22222222222
61,83147.70386266094
171,136604.6511627907
44,118616.66666666667
118,120793.79310344828
21,87576.92307692308
140,83548.48484848485
8,135682.8402366864
20,158779.41176470587
27,136224.1379310345
103,92257.42574257425
87,112313.63636363637
23,189312.08053691275
59,114456.79012345678
48,123801.13636363637
105,90673.80952380953
150,120936.04651162791
78,121121.39917695473
116,136650.0
287,149474.1379310345
266,83662.79069767441
105,89410.5504587156
174,84914.14141414141
288,66888.88888888889
289,152357.14285714287
27,136224.1379310345
61,82742.66816143498
172,206585.2071005917
144,99653.1914893617
202,82552.48226950354
27,139233.33333333334
130,126283.33333333333
168,91025.0
220,101920.48192771085
149,67098.68421052632
290,193055.55555555556
50,119494.56521739131
178,105465.5
29,91125.0
291,150382.97872340426
292,89500.0
70,81976.02339181287
293,155990.74074074073
223,82067.3469387755
10,101259.25925925926
179,84012.63362068965
10,101259.25925925926
234,74287.93103448275
3,104976.31944444444
294,108529.41176470589
30,181009.80392156861
295,117710.76923076923
97,92634.16666666667
296,92772.72727272728
122,133970.09345794393
122,132563.63636363635
297,140875.75757575757
283,85153.84615384616
298,146105.97014925373
48,123722.82608695653
201,126666.66666666667
24,112329.16666666667
161,84235.13513513513
92,98338.75
130,126283.33333333333
98,113537.90322580645
235,239968.53146853147
61,82742.66816143498
145,87125.0
74,83539.47368421052
92,92803.61445783133
251,101904.76190476191
298,141640.27777777778
24,112329.16666666667
38,129099.793814433
250,178500.0
129,121131.25
108,93983.45323741007
15,131798.7012987013
165,134039.46078431373
213,92097.20430107527
115,137253.11764705883
112,155401.38888888888
141,94764.95726495727
172,206585.2071005917
118,120793.79310344828
97,94762.90322580645
114,80336.2389380531
60,95462.5
299,89023.37662337662
223,81370.0
300,108748.57142857143
235,239968.53146853147
23,188540.54054054053
52,151429.25170068027
13,258390.9090909091
220,101920.48192771085
178,102393.5
246,199109.0909090909
250,174670.45454545456
301,165478.26086956522
105,90415.84158415842
109,95541.37931034483
259,113264.70588235294
302,139366.66666666666
135,104150.0
303,97439.28571428571
150,120936.04651162791
304,192700.0
305,138911.94029850746
78,119265.11627906977
98,116373.64341085272
78,121121.39917695473
306,121800.0
88,74950.80645161291
307,94750.0
89,231968.35443037975
185,136103.77358490566
97,94762.90322580645
16,110078.31325301205
75,101500.0
258,95217.64705882352
286,190836.73469387754
231,81100.0
246,201176.72413793104
307,92377.77777777778
275,122190.90909090909
200,111706.97674418605
125,96993.93939393939
71,112624.61538461539
200,111483.54430379746
230,164075.75757575757
52,142197.88732394367
294,99500.0
209,98328.35820895522
275,105657.4074074074
125,106233.80281690141
308,111611.11111111111
307,88743.58974358975
247,116346.15384615384
309,111064.6551724138
175,138560.0
56,109701.03092783505
105,90673.80952380953
66,114082.95454545454
33,86042.21621621621
92,99932.14285714286
18,87869.23076923077
204,96453.84615384616
310,82293.6170212766
68,83427.33333333333
211,119280.30303030302
235,239968.53146853147
153,151417.77777777778
46,178504.6511627907
181,100987.93103448275
3,104976.31944444444
94,122396.93055555556
38,130721.64948453609
126,111174.78260869565
19,210136.36363636365
311,98500.0
72,98583.33333333333
100,88731.88405797101
295,118924.24242424243
312,114303.70370370371
122,136328.28282828283
44,119984.07643312102
66,114096.7032967033
196,152944.44444444444
313,107410.71428571429
151,93546.72897196261
225,135988.7323943662
250,180095.2380952381
174,82424.24242424243
56,113395.83333333333
9,92582.63636363637
123,140429.8245614035
174,82424.24242424243
310,89108.0
314,139303.50877192983
315,94015.87301587302
99,167575.18796992482
234,74287.93103448275
154,126955.88235294117
20,158779.41176470587
316,235692.3076923077
112,157840.9090909091
317,319269.23076923075
81,108247.53086419753
318,171950.0
319,91033.33333333333
208,97517.24137931035
320,78363.75
321,136240.57971014493
50,122113.40206185567
33,84120.97454545455
39,79386.89839572193
24,110513.03317535545
244,119786.66666666667
3,104295.13157894737
11,110843.80165289257
259,112914.63414634146
15,132675.33333333334
68,81093.79310344828
61,83147.70386266094
172,208155.12820512822
322,95000.0
323,118500.0
132,154192.95774647887
64,114811.47540983607
94,121808.22222222222
79,105704.0
280,89671.42857142857
178,105465.5
324,155053.57142857142
119,93200.0
272,106034.0
54,186358.49056603774
72,99746.57534246576
25,92115.38461538461
325,118125.0
53,101517.39130434782
326,88500.0
141,93339.28571428571
241,81261.90476190476
127,107958.33333333333
259,112914.63414634146
150,115416.66666666667
179,83114.65145228215
81,107852.72727272728
28,81572.26277372263
122,133058.33333333334
219,98183.54430379746
126,109654.86725663717
76,216625.1572327044
249,93606.55737704918
23,195022.22222222222
52,152596.45390070922
300,102015.9420289855
73,98041.93548387097
36,81676.02339181287
18,84367.61904761905
151,95450.0
205,117594.8275862069
94,122718.86
179,85928.3185840708
11,111135.38461538461
327,301692.3076923077
260,98716.21621621621
12,72580.64516129032
24,111135.84474885845
70,81976.02339181287
61,82170.6798245614
326,102650.0
187,232565.21739130435
50,117883.83838383839
93,97144.44444444444
286,194322.91666666666
230,164075.75757575757
307,88743.58974358975
273,215105.76923076922
33,86042.21621621621
236,72837.5
300,108748.57142857143
300,108748.57142857143
313,107410.71428571429
172,208155.12820512822
323,120772.72727272728
137,83385.27131782945
65,90888.70967741935
135,102762.5
118,120793.79310344828
244,122835.61643835617
18,83424.24242424243
76,226122.15189873418
163,178625.0
39,80602.9255319149
157,227200.0
50,118296.29629629629
4,86926.31578947368
81,110063.63636363637
242,94471.01449275362
328,176424.24242424243
181,98555.93220338984
122,136328.28282828283
215,92215.27777777778
225,142331.0810810811
103,92257.42574257425
70,82704.40251572327
141,95564.81481481482
241,82840.0
309,107864.66165413534
67,149074.25742574257
118,118871.68458781362
102,192806.89655172414
260,98716.21621621621
329,106166.66666666667
87,114500.0
64,114811.47540983607
153,142532.97872340426
123,142219.29824561405
330,105750.0
102,188783.33333333334
153,141135.05154639174
284,94360.49382716049
246,201176.72413793104
272,106034.0
44,118616.66666666667
215,92435.06493506493
225,142686.76470588235
194,101869.23076923077
268,103640.15151515152
112,157840.9090909091
160,81046.15384615384
28,82656.71641791044
109,92994.11764705883
299,86074.62686567164
111,148294.11764705883
71,108234.92063492064
11,110929.92125984252
331,94916.66666666667
32,87119.92619926199
95,91145.45454545454
321,136240.57971014493
54,189916.66666666666
63,107742.5925925926
118,118531.8339100346
86,99820.0
190,102590.90909090909
9,92582.63636363637
295,114672.30769230769
1,123025.60975609756
321,133139.70588235295
114,81415.31746031746
3,104295.13157894737
100,88731.88405797101
188,91116.07142857143
1,119609.87654320987
3,106394.25531914894
147,113324.67532467532
150,120936.04651162791
286,194322.91666666666
27,134689.6551724138
17,83101.19047619047
158,82098.3606557377
31,92273.58490566038
68,81064.15094339622
167,137532.5
179,85928.3185840708
81,112417.72151898734
73,98041.93548387097
179,85928.3185840708
305,129829.6875
332,234309.52380952382
94,122396.93055555556
138,188036.58536585365
52,154172.91666666666
76,216625.1572327044
28,81572.26277372263
280,85109.375
281,111341.63636363637
174,84914.14141414141
333,108681.81818181818
81,107852.72727272728
52,152596.45390070922
94,124877.64935064936
62,120375.0
125,96993.93939393939
68,81093.79310344828
242,94740.0
74,83539.47368421052
66,114627.56756756757
40,172491.93548387097
334,154800.0
8,136157.62711864407
73,97640.35087719298
112,154475.38461538462
90,205400.0
225,135988.7323943662
166,130822.22222222222
33,83748.93584905661
3,104976.31944444444
56,113395.83333333333
335,99361.90476190476
197,160500.0
320,77204.51612903226
299,86074.62686567164
27,134893.9393939394
33,85867.40959409594
162,89381.1320754717
301,157345.2380952381
178,102393.5
223,84457.44680851063
113,102235.29411764706
33,84120.97454545455
65,90888.70967741935
81,108247.53086419753
336,116000.0
191,70365.38461538461
171,136604.6511627907
299,88865.78947368421
105,90218.00947867299
54,186358.49056603774
267,354243.58974358975
188,87126.41509433962
78,121712.40601503759
106,184029.7619047619
234,75112.6050420168
48,123801.13636363637
110,127436.09756097561
187,239298.50746268657
140,80740.625
13,234764.70588235295
209,100911.76470588235
29,93620.19230769231
337,90813.33333333333
10,100163.63636363637
96,92378.68852459016
10,103935.18518518518
297,140875.75757575757
123,142219.29824561405
101,76181.81818181818
11,110225.80645161291
95,88812.92517006803
303,94817.39130434782
109,95307.93650793651
111,146116.27906976745
338,91716.66666666667
322,81541.66666666667
205,115745.61403508772
44,117139.07284768212
129,118216.12903225806
293,159000.0
204,95974.57627118644
296,93693.18181818182
221,116869.04761904762
172,208779.74683544305
280,87763.88888888889
339,88794.8717948718
340,147000.0
166,138617.64705882352
273,206019.60784313726
254,171065.21739130435
91,103758.07692307692
72,95184.93150684932
66,114627.56756756757
16,110078.31325301205
52,155602.7397260274
203,163546.1224489796
198,78954.02298850575
110,129176.04938271605
330,103416.66666666667
76,205517.2619047619
301,161722.22222222222
6,147525.0
341,90130.43478260869
179,84012.63362068965
105,90415.84158415842
182,135777.77777777778
60,98038.21656050955
142,99681.81818181818
199,90948.48484848485
122,136328.28282828283
28,84094.57364341085
20,159048.07692307694
70,82704.40251572327
109,92994.11764705883
273,197093.22033898305
72,95561.64383561644
70,83413.46153846153
202,84421.9696969697
66,114082.95454545454
298,137050.0
154,132250.0
61,82742.66816143498
47,82786.84210526316
87,115762.22222222222
24,111135.84474885845
92,98338.75
223,81370.0
38,126007.08333333333
32,87981.92771084337
342,94777.55102040817
246,199109.0909090909
343,92398.14814814815
20,158779.41176470587
68,81064.15094339622
286,184250.0
45,96758.62068965517
76,205517.2619047619
70,82654.38596491228
268,106931.15942028986
180,69457.14285714286
296,94045.45454545454
300,106774.32432432432
66,114627.56756756757
282,123173.91304347826
174,84914.14141414141
235,248550.0680272109
118,118534.42028985507
278,123838.23529411765
123,142080.95238095237
7,89234.5744680851
79,106372.72727272728
284,93884.41558441559
200,111483.54430379746
79,106372.72727272728
113,102235.29411764706
172,210985.06493506493
146,78970.73809523809
113,100976.74418604652
328,174843.75
29,92309.52380952382
83,97539.82242990655
222,107095.76595744681
116,137400.92592592593
79,106372.72727272728
157,239754.6875
79,106922.22222222222
241,83325.0
102,194486.39455782314
18,83424.24242424243
8,135682.8402366864
24,109068.84057971014
121,119969.69696969698
169,190888.88888888888
45,95978.26086956522
23,188540.54054054053
65,90888.70967741935
244,121468.35443037975
111,146116.27906976745
120,94978.33333333333
275,105657.4074074074
298,133494.3661971831
94,122396.93055555556
343,92398.14814814815
23,189312.08053691275
228,109511.7924528302
8,142568.50828729282
336,116000.0
49,112386.91588785047
99,167575.18796992482
213,91931.27659574468
91,106485.29411764706
174,83297.16981132075
213,92097.20430107527
306,121800.0
93,101022.22222222222
44,118121.9512195122
166,138938.77551020408
300,107371.42857142857
90,235185.1851851852
5,76818.18181818182
24,113109.17874396135
9,92582.63636363637
309,114529.66101694915
76,208847.5
118,118871.68458781362
254,171065.21739130435
144,95981.91489361702
246,199508.33333333334
56,109701.03092783505
189,69846.15384615384
218,195392.4705882353
255,121372.09302325582
220,99201.26582278482
118,118531.8339100346
165,134039.46078431373
115,137253.11764705883
210,94078.94736842105
254,168086.2068965517
108,95545.58823529411
264,94208.33333333333
6,157130.0
344,151011.11111111112
117,111542.66666666667
192,111794.8717948718
6,159144.578313253
137,84533.58778625954
315,94992.30769230769
18,83424.24242424243
302,141053.1914893617
343,88957.62711864407
58,125126.38888888889
93,98719.51219512195
220,101920.48192771085
53,101593.81443298969
13,238518.5185185185
162,89381.1320754717
20,153796.11650485438
3,104976.31944444444
117,108619.31034482758
147,112417.80821917808
87,114500.0
16,108458.33333333333
309,107864.66165413534
61,83147.70386266094
20,159652.38095238095
179,84012.63362068965
268,103640.15151515152
34,122900.0
149,68250.68493150685
117,110610.21897810219
38,126007.08333333333
65,90132.8125
220,105567.5
96,91720.89552238806
67,149079.78723404257
142,108590.90909090909
39,77926.80412371134
200,109788.76404494382
39,79386.89839572193
129,121131.25
139,110546.66666666667
305,138911.94029850746
345,147647.72727272726
90,229089.2857142857
308,111611.11111111111
246,200843.47826086957
99,170347.10743801654
122,133058.33333333334
200,109788.76404494382
324,153203.7037037037
24,111135.84474885845
118,119635.76642335767
230,163176.19047619047
105,89410.5504587156
15,134552.7027027027
70,82704.40251572327
77,117065.26946107784
3,104295.13157894737
158,81491.93548387097
70,82704.40251572327
38,129099.793814433
118,118871.68458781362
155,100025.0
145,91793.47826086957
8,136928.99408284025
346,85375.0
347,113800.0
315,94235.29411764706
247,112731.70731707317
342,94777.55102040817
117,108619.31034482758
11,111135.38461538461
298,141640.27777777778
68,83130.51948051948
123,140429.8245614035
39,80602.9255319149
73,97640.35087719298
324,155053.57142857142
14,90045.45454545454
117,110037.5
154,123388.88888888889
280,87763.88888888889
284,93884.41558441559
293,159910.0
60,99654.96688741722
235,241079.59731543623
239,82274.19354838709
129,121131.25
348,609166.6666666666
74,83511.95652173914
244,126357.14285714286
39,79889.73684210527
83,97539.82242990655
298,133494.3661971831
24,109068.84057971014
163,180350.0
36,81868.68131868132
304,192700.0
154,134540.54054054053
56,113395.83333333333
332,227075.0
321,132350.0
67,151092.23300970873
170,95978.72340425532
220,99201.26582278482
123,142080.95238095237
58,118726.08695652174
349,91008.77192982456
83,95889.22608695652
240,103132.53012048193
315,94992.30769230769
124,225708.69565217392
61,82290.04524886877
24,113109.17874396135
33,83748.93584905661
185,134268.5185185185
249,92649.25373134328
350,162482.45614035087
