,区町名,平均緯度,平均経度
55,江東区亀戸,35.69908682616822,139.82963855140187
56,中央区新富,35.6722643877551,139.77424614285715
57,中央区東日本橋,35.69249682608696,139.7857876811594
58,文京区本駒込,35.730478720306515,139.75202461302683
59,大田区大森西,35.573804,139.72727005988023
60,世田谷区成城,35.64267359615384,139.59736740934065
61,品川区荏原,35.61497934158416,139.70614284653465
62,大田区西蒲田,35.566995706521745,139.71220450543478
63,足立区綾瀬,35.76452129084968,139.82532974836602
64,大田区南雪谷,35.59083228671329,139.68454934265733
65,中野区南台,35.68249433864542,139.66742491633465
66,荒川区西日暮里,35.733334342261905,139.76996554166666
67,北区豊島,35.76254468794326,139.7441805851064
68,港区南青山,35.6657125,139.71934561340206
69,豊島区北大塚,35.73346566346154,139.72830397115385
70,中野区江原町,35.73016340972222,139.67275792361113
71,江戸川区新堀,35.70448418421053,139.8890502236842
72,葛飾区東金町,35.775088599483205,139.87612354263567
73,江東区北砂,35.68075126470588,139.83138545588236
74,文京区本郷,35.70808842758621,139.7586618689655
75,足立区島根,35.78177294054054,139.79713922162162
76,台東区谷中,35.72471089565217,139.76687984347828
77,板橋区小豆沢,35.77768939837399,139.69960723577236
78,中野区中野,35.70547124848485,139.66919654848485
79,杉並区阿佐谷北,35.7097325066313,139.6364803607427
80,世田谷区弦巻,35.63670903896104,139.6465011904762
81,北区西ケ原,35.74374880064309,139.74034696463022
82,板橋区赤塚,35.77772724401914,139.64361208373205
83,世田谷区梅丘,35.652995197080294,139.65289218248176
84,渋谷区広尾,35.65158690384615,139.7172277403846
85,江東区木場,35.670499632183905,139.80544152873563
86,豊島区池袋,35.73577785654008,139.7072451814346
87,墨田区押上,35.71179305747126,139.81634351149427
88,荒川区東尾久,35.7457731007371,139.7703344103194
89,杉並区天沼,35.70798112437811,139.62459129353235
90,北区豊島,35.76254468794326,139.7441805851064
91,品川区南品川,35.61171112403101,139.74068359689923
92,墨田区横川,35.70409760493828,139.81335639506173
93,江戸川区南小岩,35.72618007758621,139.8840265143678
94,中野区南台,35.68249433864542,139.66742491633465
95,中野区南台,35.68249433864542,139.66742491633465
96,墨田区八広,35.7218642560241,139.82709907530122
97,千代田区西神田,35.6986806,139.75504788
98,江東区大島,35.68987813181818,139.83359025454547
99,杉並区荻窪,35.69783343877551,139.62230553061224
100,台東区谷中,35.72471089565217,139.76687984347828
101,足立区東保木間,35.79118008108108,139.81352162162162
102,港区西麻布,35.65953511016949,139.7230834237288
103,台東区浅草,35.71714020204604,139.796678915601
104,葛飾区奥戸,35.732895311572705,139.86349270326411
105,杉並区荻窪,35.69783343877551,139.62230553061224
106,北区滝野川,35.747387664576806,139.7284035141066
107,港区新橋,35.664537676923075,139.75575211282052
108,江東区北砂,35.68075126470588,139.83138545588236
109,豊島区長崎,35.731072870307166,139.68713468600683
110,杉並区大宮,35.683776367088605,139.64213129113924
111,世田谷区中町,35.61525028985508,139.6434027777778
112,世田谷区弦巻,35.63670903896104,139.6465011904762
113,大田区上池台,35.597312537313435,139.69761265298507
114,江東区永代,35.67350955,139.79108445
115,板橋区本町,35.76001110975609,139.7086909390244
116,中野区上高田,35.71337892877493,139.67487312820515
117,練馬区石神井町,35.74372405053192,139.60360669414894
118,豊島区西巣鴨,35.74034006040269,139.7280627181208
119,品川区小山,35.6172130921659,139.70287167281106
120,港区高輪,35.634412721854304,139.73507931125826
121,北区王子,35.76014320197044,139.73687896059113
122,江東区大島,35.68987813181818,139.83359025454547
123,世田谷区喜多見,35.63019433156499,139.59578115384613
124,江東区豊洲,35.65425620338983,139.79594598305084
125,足立区千住旭町,35.749185929411766,139.8081547529412
126,文京区小石川,35.71402238421052,139.74656525789473
127,足立区六月,35.78670738686131,139.79642557664235
128,葛飾区奥戸,35.732895311572705,139.86349270326411
129,練馬区大泉学園町,35.766118616470585,139.58718634588234
130,目黒区鷹番,35.62835612195122,139.6860899105691
131,文京区小石川,35.71402238421052,139.74656525789473
132,世田谷区南烏山,35.669020913934425,139.60423663114753
133,港区海岸,35.6458955974026,139.75774355844155
134,大田区大森西,35.573804,139.72727005988023
135,大田区西馬込,35.58864260526315,139.70469031578946
136,北区赤羽台,35.781504728,139.714207008
137,江戸川区東小松川,35.69339574556213,139.86478698224852
138,練馬区豊玉上,35.73659366101695,139.6657567457627
139,墨田区亀沢,35.69748499074074,139.8027811388889
140,千代田区内神田,35.691073741573035,139.76789330337078
141,品川区西五反田,35.62453575,139.7169940084746
142,世田谷区祖師谷,35.64872988643533,139.6066249022082
143,豊島区上池袋,35.73820654210527,139.71949981052632
144,板橋区板橋,35.74989481881533,139.7153727142857
145,足立区梅田,35.766688167146974,139.79757985878962
146,江戸川区南葛西,35.6497091595092,139.87413206748465
147,江東区平野,35.67779969642857,139.80417075
148,豊島区駒込,35.737936313186815,139.74418975274725
149,江東区北砂,35.68075126470588,139.83138545588236
150,世田谷区上馬,35.63780302843602,139.6630629336493
151,江戸川区西葛西,35.66468399489796,139.85862126020407
152,墨田区東向島,35.723507088709674,139.81803576344086
153,大田区南雪谷,35.59083228671329,139.68454934265733
154,新宿区水道町,35.70748116666667,139.735776
155,豊島区南大塚,35.72876722674419,139.7310750872093
156,新宿区西五軒町,35.70691423529412,139.73767535294118
157,江東区東雲,35.64391854545455,139.80192947727272
158,新宿区荒木町,35.69014921428571,139.72295104761903
159,豊島区池袋本町,35.742134586956524,139.71307341304347
160,杉並区高井戸東,35.68357839,139.62007251
161,足立区新田,35.77245281954887,139.74251385714285
162,文京区音羽,35.715534063829786,139.72945629787233
163,北区赤羽,35.781687222222224,139.72208978947367
164,大田区蒲田,35.56372878661088,139.72153614225942
165,世田谷区上馬,35.63780302843602,139.6630629336493
166,品川区荏原,35.61497934158416,139.70614284653465
167,大田区久が原,35.58021828571429,139.69264025974027
168,世田谷区三宿,35.65096177922078,139.67497597402598
169,新宿区若葉,35.68415783018868,139.72491041509434
170,大田区北千束,35.60823473493976,139.68922953614458
171,渋谷区恵比寿,35.645549169811325,139.71672020754718
172,中野区中野,35.70547124848485,139.66919654848485
173,目黒区上目黒,35.64262920353982,139.69356706637168
174,中央区日本橋横山町,35.692799909090915,139.7832970909091
175,板橋区仲宿,35.755496132653064,139.71060790816327
176,足立区伊興,35.79473173856209,139.78377109150327
177,足立区綾瀬,35.76452129084968,139.82532974836602
178,墨田区押上,35.71179305747126,139.81634351149427
179,豊島区東池袋,35.729654256,139.720545568
180,台東区根岸,35.724878170731714,139.78196192682927
181,墨田区東向島,35.723507088709674,139.81803576344086
182,墨田区文花,35.70999725773196,139.82399782474226
183,練馬区春日町,35.7520243916914,139.64178638872406
184,江戸川区船堀,35.68191037356322,139.86514136781608
185,大田区北馬込,35.599430048076925,139.70788551923076
186,渋谷区本町,35.68432059883721,139.6803829389535
187,足立区弘道,35.76841881651376,139.81457321100916
188,港区白金台,35.63712588429752,139.72535354545457
189,品川区西五反田,35.62453575,139.7169940084746
190,足立区古千谷本町,35.80545330232558,139.77671847674418
191,杉並区高円寺南,35.70191618881119,139.6522017459207
192,大田区田園調布南,35.58073862162162,139.67531502702704
193,大田区中央,35.57747475535168,139.71686396941897
194,港区海岸,35.6458955974026,139.75774355844155
195,練馬区石神井台,35.7364926426799,139.58749822580646
196,世田谷区給田,35.667634023255815,139.59045821511629
197,中野区沼袋,35.72056645652174,139.66348157065218
198,荒川区町屋,35.74800838205128,139.7818386923077
199,杉並区高円寺南,35.70191618881119,139.6522017459207
200,足立区谷在家,35.78667567676768,139.76872171717173
201,台東区松が谷,35.715188,139.78723096296295
202,杉並区高円寺南,35.70191618881119,139.6522017459207
203,江戸川区西小岩,35.735643583732056,139.8784342200957
204,新宿区百人町,35.70452760150376,139.69822886466167
205,練馬区石神井町,35.74372405053192,139.60360669414894
206,練馬区豊玉中,35.73124806802721,139.6579237755102
207,目黒区平町,35.61634144927536,139.68005952173914
208,江戸川区南小岩,35.72618007758621,139.8840265143678
209,足立区谷中,35.777263248000004,139.83321357600002
210,荒川区東日暮里,35.72946471164021,139.7804912010582
211,豊島区南長崎,35.72693259786477,139.68561460142348
212,葛飾区堀切,35.74783753817505,139.82878689944133
213,豊島区高田,35.714976079646014,139.7128004778761
214,板橋区小豆沢,35.77768939837399,139.69960723577236
215,中央区勝どき,35.65801469767442,139.7756038255814
216,大田区大森北,35.5830005751073,139.73059857081546
217,荒川区東日暮里,35.72946471164021,139.7804912010582
218,目黒区祐天寺,35.6379872881356,139.69356040677965
219,葛飾区堀切,35.74783753817505,139.82878689944133
220,杉並区善福寺,35.71441161290323,139.59231468817205
221,杉並区和田,35.69293019607844,139.6600607215686
222,港区六本木,35.66304154032258,139.73349642741937
223,荒川区東日暮里,35.72946471164021,139.7804912010582
224,新宿区西新宿,35.69133936594203,139.69085905434784
225,杉並区浜田山,35.68092463316583,139.62974448241206
226,中野区上高田,35.71337892877493,139.67487312820515
227,板橋区板橋,35.74989481881533,139.7153727142857
228,千代田区神田多町,35.6938008,139.76924646666666
229,江戸川区中葛西,35.66447136531365,139.86942405166053
230,足立区西綾瀬,35.76408352205882,139.81639602941175
231,品川区中延,35.60688313142857,139.71044469714286
232,世田谷区上祖師谷,35.65892058680556,139.59687902430557
233,港区浜松町,35.65682723913044,139.7561053043478
234,板橋区南常盤台,35.75745752777778,139.6876266111111
235,江東区牡丹,35.66936504545455,139.79728536363635
236,練馬区関町東,35.72615449122807,139.58235624561405
237,江東区平野,35.67779969642857,139.80417075
238,葛飾区堀切,35.74783753817505,139.82878689944133
239,練馬区大泉学園町,35.766118616470585,139.58718634588234
240,葛飾区青戸,35.749769602122015,139.85453807161804
241,杉並区成田東,35.694136711711714,139.63608023123123
242,中央区月島,35.6626835546875,139.7818590625
243,江戸川区東葛西,35.66345580987654,139.87965365185184
244,葛飾区東四つ木,35.73060809947644,139.84030962827225
245,練馬区東大泉,35.74896325933202,139.5871614950884
246,渋谷区東,35.65347598148148,139.7096522037037
247,中野区鷺宮,35.72449831601732,139.63784546320346
248,北区豊島,35.76254468794326,139.7441805851064
249,江東区北砂,35.68075126470588,139.83138545588236
250,大田区南馬込,35.5877181880597,139.71271670149252
251,渋谷区千駄ヶ谷,,
252,北区西ケ原,35.74374880064309,139.74034696463022
253,文京区春日,35.70994776470588,139.7453751764706
254,板橋区氷川町,35.753254375,139.70647455357144
255,目黒区緑が丘,35.60862787878788,139.67663055555553
256,北区岩淵町,35.78454522222222,139.7236911851852
257,文京区大塚,35.722695066115705,139.73125403305784
258,中央区勝どき,35.65801469767442,139.7756038255814
259,江東区南砂,35.673324974576275,139.82951583474576
260,葛飾区細田,35.741210647398844,139.87154530635837
261,板橋区大和町,35.75885472727273,139.70464463636364
262,江戸川区平井,35.707345163223145,139.84373838636364
263,世田谷区南烏山,35.669020913934425,139.60423663114753
264,板橋区前野町,35.76837540369393,139.6894595065963
265,新宿区市谷左内町,35.69364747826087,139.73431895652175
266,中野区野方,35.71676863253012,139.65493565361444
267,杉並区上井草,35.7216080131579,139.60490743859648
268,目黒区原町,35.616248686746985,139.69425178313253
269,千代田区東神田,35.69564245454546,139.78069758181817
270,中野区上高田,35.71337892877493,139.67487312820515
271,墨田区八広,35.7218642560241,139.82709907530122
272,墨田区吾妻橋,35.70912516393443,139.80267070491803
273,葛飾区東水元,35.78504816393443,139.86722314754098
274,品川区上大崎,35.634704011764704,139.7189584235294
275,渋谷区本町,35.68432059883721,139.6803829389535
276,中央区勝どき,35.65801469767442,139.7756038255814
277,品川区北品川,35.62082579389313,139.73882089312977
278,中野区中野,35.70547124848485,139.66919654848485
279,練馬区北町,35.76469635806452,139.65620346129032
280,世田谷区三宿,35.65096177922078,139.67497597402598
281,台東区東上野,35.711552178947365,139.78089092105265
282,港区浜松町,35.65682723913044,139.7561053043478
283,江戸川区西葛西,35.66468399489796,139.85862126020407
284,大田区中央,35.57747475535168,139.71686396941897
285,葛飾区細田,35.741210647398844,139.87154530635837
286,大田区西蒲田,35.566995706521745,139.71220450543478
287,大田区中馬込,35.59485722330097,139.70664324271846
288,文京区本郷,35.70808842758621,139.7586618689655
289,江東区南砂,35.673324974576275,139.82951583474576
290,世田谷区奥沢,35.60413205607477,139.66964889719628
291,豊島区西池袋,35.729155765,139.70477799
292,杉並区成田東,35.694136711711714,139.63608023123123
293,足立区栗原,35.78229392517007,139.7873910340136
294,品川区南大井,35.59303275,139.734899484375
295,中野区中央,35.699806857594936,139.67472656962025
296,品川区南品川,35.61171112403101,139.74068359689923
297,目黒区目黒,35.63444879831933,139.706329394958
298,豊島区南長崎,35.72693259786477,139.68561460142348
299,江戸川区北小岩,35.74192903319502,139.8890732717842
300,江戸川区松島,35.709132824902724,139.8614235058366
301,新宿区中落合,35.71940075,139.6880530357143
302,大田区蒲田,35.56372878661088,139.72153614225942
303,大田区田園調布本町,35.58532502469136,139.67590041975308
304,足立区西新井栄町,35.77588191489362,139.7873669361702
305,新宿区西新宿,35.69133936594203,139.69085905434784
306,品川区豊町,35.607751180722886,139.72065539156628
307,大田区大森本町,35.58041814,139.73735399999998
308,江東区白河,35.68232546391753,139.8038336701031
309,江戸川区本一色,35.71860196385542,139.87130328313253
310,世田谷区世田谷,35.64309561111111,139.6484424074074
311,豊島区上池袋,35.73820654210527,139.71949981052632
312,中央区佃,35.666494313432835,139.78510197014927
313,千代田区神田三崎町,35.70077545652174,139.75368267391303
314,港区芝浦,35.64349457471264,139.75038994252873
315,練馬区北町,35.76469635806452,139.65620346129032
316,品川区東五反田,35.62783345669292,139.7265441102362
317,港区西麻布,35.65953511016949,139.7230834237288
318,荒川区荒川,35.73825735062612,139.78120987298746
319,足立区梅島,35.77565488888889,139.79815297222223
320,中央区日本橋浜町,35.68696886065574,139.78825001639345
321,板橋区清水町,35.76454665625,139.70670329166668
322,世田谷区若林,35.6465525,139.659832816
323,中野区本町,35.694773974193545,139.67355303225807
324,中野区大和町,35.713090595041315,139.64881412396693
325,葛飾区柴又,35.755672907738095,139.87583758630953
326,杉並区上荻,35.707565036585365,139.6111842317073
327,新宿区揚場町,35.702271,139.743441
328,板橋区志村,35.77585790434783,139.69039173913043
329,中野区中央,35.699806857594936,139.67472656962025
330,江戸川区東小岩,35.72925756439394,139.8908454280303
331,練馬区三原台,35.75367842335766,139.60366554744525
332,葛飾区柴又,35.755672907738095,139.87583758630953
333,杉並区下高井戸,35.671808148148145,139.6308926925926
334,豊島区池袋,35.73577785654008,139.7072451814346
335,中野区野方,35.71676863253012,139.65493565361444
336,練馬区中村北,35.73556513483146,139.64189521348314
337,葛飾区鎌倉,35.745921278026906,139.87877647085202
338,豊島区要町,35.73657820382166,139.69265336942675
339,江東区扇橋,35.683299929577466,139.8155568309859
340,杉並区高円寺北,35.70761444600939,139.64906865258217
341,練馬区大泉学園町,35.766118616470585,139.58718634588234
342,足立区六月,35.78670738686131,139.79642557664235
343,葛飾区白鳥,35.750610372881354,139.8451686101695
344,渋谷区東,35.65347598148148,139.7096522037037
345,大田区大森中,35.567069815217394,139.73270067391303
346,江戸川区本一色,35.71860196385542,139.87130328313253
347,渋谷区代々木,35.680578476470586,139.69473737352942
348,練馬区高松,35.75215325090909,139.62674901454545
349,豊島区南長崎,35.72693259786477,139.68561460142348
350,目黒区碑文谷,35.62196146666667,139.68522864615386
351,港区南青山,35.6657125,139.71934561340206
352,中央区,,
353,葛飾区奥戸,35.732895311572705,139.86349270326411
354,江東区東砂,35.67707488064516,139.8413501064516
355,江戸川区春江町,35.689759829787235,139.8837225744681
356,大田区仲六郷,35.54941842523365,139.7130391448598
357,足立区梅田,35.766688167146974,139.79757985878962
358,葛飾区亀有,35.763256,139.84807953097345
359,江東区高橋,35.684995625,139.7995268125
360,目黒区下目黒,35.629252174603174,139.7061097142857
361,板橋区板橋,35.74989481881533,139.7153727142857
362,世田谷区桜新町,35.63040466304348,139.64286738043478
363,世田谷区太子堂,35.64669895959596,139.66986333838383
364,練馬区大泉町,35.76355828297873,139.60048394468083
365,杉並区和泉,35.677019694610784,139.6521270538922
366,世田谷区玉川,35.61474952795031,139.62579814906832
367,江戸川区江戸川,35.68292524460432,139.89385378597123
368,足立区西新井本町,35.77485815591398,139.7776893172043
369,杉並区高円寺北,35.70761444600939,139.64906865258217
370,港区元麻布,35.654942972972975,139.73011364864865
371,中野区新井,35.71374522018348,139.66538738990826
372,中央区勝どき,35.65801469767442,139.7756038255814
373,渋谷区恵比寿,35.645549169811325,139.71672020754718
374,中央区勝どき,35.65801469767442,139.7756038255814
375,江戸川区東小岩,35.72925756439394,139.8908454280303
376,大田区大森本町,35.58041814,139.73735399999998
377,江東区東陽,35.67007275460123,139.81277257055217
378,世田谷区太子堂,35.64669895959596,139.66986333838383
379,目黒区八雲,35.619643823529415,139.66909744444445
380,中央区日本橋小網町,35.68275231578948,139.7810225789474
381,大田区南馬込,35.5877181880597,139.71271670149252
382,板橋区板橋,35.74989481881533,139.7153727142857
383,板橋区小茂根,35.74885011111111,139.67888425490196
384,杉並区和泉,35.677019694610784,139.6521270538922
385,世田谷区上北沢,35.668606442922375,139.62178552054797
386,中野区大和町,35.713090595041315,139.64881412396693
387,中野区野方,35.71676863253012,139.65493565361444
388,杉並区浜田山,35.68092463316583,139.62974448241206
389,文京区水道,35.70978994736842,139.73858897368422
390,杉並区松庵,35.69868512037037,139.5956150925926
391,港区白金台,35.63712588429752,139.72535354545457
392,練馬区貫井,35.740157469534054,139.63142983512543
393,板橋区板橋,35.74989481881533,139.7153727142857
394,世田谷区赤堤,35.65966750877193,139.64095608421053
395,墨田区緑,35.694403648854966,139.8033456870229
396,大田区西六郷,35.549084186234815,139.7072061174089
397,板橋区板橋,35.74989481881533,139.7153727142857
398,墨田区菊川,35.68875742857143,139.8049263
399,墨田区菊川,35.68875742857143,139.8049263
400,足立区梅田,35.766688167146974,139.79757985878962
401,葛飾区東立石,35.733916028985504,139.84851214492755
402,北区西ケ原,35.74374880064309,139.74034696463022
403,世田谷区野沢,35.63320085534591,139.67088511320753
404,江戸川区南小岩,35.72618007758621,139.8840265143678
405,中野区白鷺,35.7198934117647,139.63483769281046
406,葛飾区金町,35.76596081040892,139.87062570631971
407,足立区南花畑,35.79295467353952,139.8196799587629
408,葛飾区堀切,35.74783753817505,139.82878689944133
409,中野区弥生町,35.68930536727273,139.67322138545455
410,世田谷区砧,35.639426150000006,139.61244094687498
411,荒川区西尾久,35.74946484840426,139.7590987819149
412,葛飾区金町,35.76596081040892,139.87062570631971
413,台東区橋場,35.72554594029851,139.80641235820897
414,世田谷区松原,35.664017314666665,139.64956852266667
415,新宿区大京町,35.684972527777774,139.71731949999997
416,品川区荏原,35.61497934158416,139.70614284653465
417,大田区新蒲田,35.558063267716534,139.70720097637798
418,板橋区本町,35.76001110975609,139.7086909390244
419,世田谷区東玉川,35.59639746212122,139.67604777272726
420,荒川区東尾久,35.7457731007371,139.7703344103194
421,港区港南,35.63000268181818,139.747656875
422,足立区興野,35.7691105625,139.7798046375
423,足立区綾瀬,35.76452129084968,139.82532974836602
424,豊島区池袋,35.73577785654008,139.7072451814346
425,大田区西六郷,35.549084186234815,139.7072061174089
426,世田谷区宮坂,35.65158746385542,139.63975315060242
427,大田区中馬込,35.59485722330097,139.70664324271846
428,品川区豊町,35.607751180722886,139.72065539156628
429,練馬区田柄,35.76255115083799,139.64046205586592
430,世田谷区用賀,35.62710052287582,139.636246
431,板橋区蓮根,35.783442785714286,139.67689324107144
432,墨田区業平,35.70775919387755,139.8131424183673
433,江戸川区松島,35.709132824902724,139.8614235058366
434,中野区本町,35.694773974193545,139.67355303225807
435,江東区扇橋,35.683299929577466,139.8155568309859
436,中央区新富,35.6722643877551,139.77424614285715
437,練馬区東大泉,35.74896325933202,139.5871614950884
438,世田谷区三軒茶屋,35.641302125,139.66808945588235
439,目黒区中根,35.615382261538464,139.6743881076923
440,江東区森下,35.68681053103448,139.80238343448275
441,足立区南花畑,35.79295467353952,139.8196799587629
442,練馬区大泉学園町,35.766118616470585,139.58718634588234
443,世田谷区等々力,35.60953931506849,139.65272348630137
444,江戸川区北小岩,35.74192903319502,139.8890732717842
445,江戸川区南小岩,35.72618007758621,139.8840265143678
446,文京区千石,35.72656575257732,139.7405003814433
447,練馬区南大泉,35.74451685488127,139.57330523218997
448,大田区西蒲田,35.566995706521745,139.71220450543478
449,足立区六木,35.79462303125,139.8410159921875
450,目黒区自由が丘,35.61011470229008,139.66755441221372
451,港区南麻布,35.650035921052634,139.73007480701753
452,江東区富岡,35.6713351875,139.79927202083334
453,品川区東大井,35.6034468040201,139.73923239698493
454,中央区日本橋箱崎町,35.68018927272727,139.78625550909092
455,台東区東上野,35.711552178947365,139.78089092105265
456,世田谷区桜丘,35.64321874042553,139.62495038297874
457,葛飾区亀有,35.763256,139.84807953097345
458,文京区本郷,35.70808842758621,139.7586618689655
459,渋谷区本町,35.68432059883721,139.6803829389535
460,品川区南大井,35.59303275,139.734899484375
461,世田谷区祖師谷,35.64872988643533,139.6066249022082
462,中野区新井,35.71374522018348,139.66538738990826
463,板橋区本町,35.76001110975609,139.7086909390244
464,江戸川区南篠崎町,35.69416172580645,139.9036852311828
465,大田区池上,35.573447994219656,139.70386069075144
466,新宿区中落合,35.71940075,139.6880530357143
467,渋谷区恵比寿,35.645549169811325,139.71672020754718
468,墨田区千歳,35.69065966666667,139.79542314583333
469,江戸川区東小岩,35.72925756439394,139.8908454280303
470,渋谷区幡ヶ谷,,
471,世田谷区三軒茶屋,35.641302125,139.66808945588235
472,江戸川区鹿骨,35.71111072614108,139.8893492987552
473,板橋区板橋,35.74989481881533,139.7153727142857
474,練馬区高松,35.75215325090909,139.62674901454545
475,中央区新川,35.675837307692305,139.78269092307693
476,台東区浅草,35.71714020204604,139.796678915601
477,北区上十条,35.762433333333334,139.71876974647887
478,練馬区石神井台,35.7364926426799,139.58749822580646
479,品川区西五反田,35.62453575,139.7169940084746
480,荒川区東尾久,35.7457731007371,139.7703344103194
481,千代田区岩本町,35.693873140625,139.777158578125
482,大田区山王,35.58893611162791,139.72342115348837
483,世田谷区松原,35.664017314666665,139.64956852266667
484,世田谷区喜多見,35.63019433156499,139.59578115384613
485,足立区谷中,35.777263248000004,139.83321357600002
486,大田区西蒲田,35.566995706521745,139.71220450543478
487,江戸川区西篠崎,35.71263537704918,139.89546988524592
488,港区元麻布,35.654942972972975,139.73011364864865
489,文京区音羽,35.715534063829786,139.72945629787233
490,品川区東大井,35.6034468040201,139.73923239698493
491,杉並区高円寺北,35.70761444600939,139.64906865258217
492,葛飾区細田,35.741210647398844,139.87154530635837
493,荒川区西尾久,35.74946484840426,139.7590987819149
494,板橋区赤塚,35.77772724401914,139.64361208373205
495,板橋区高島平,35.78794422090262,139.65963966270783
496,江戸川区北小岩,35.74192903319502,139.8890732717842
497,大田区久が原,35.58021828571429,139.69264025974027
498,江戸川区大杉,35.707605494252874,139.87932583908045
499,豊島区南長崎,35.72693259786477,139.68561460142348
500,豊島区巣鴨,35.736094397129186,139.73525256459328
501,世田谷区奥沢,35.60413205607477,139.66964889719628
502,練馬区北町,35.76469635806452,139.65620346129032
503,板橋区高島平,35.78794422090262,139.65963966270783
504,足立区足立,35.76314356147541,139.80814593442622
505,練馬区南田中,35.73533834782609,139.61538989440993
506,練馬区練馬,35.74066751546392,139.6517196701031
507,江戸川区西小岩,35.735643583732056,139.8784342200957
508,杉並区荻窪,35.69783343877551,139.62230553061224
509,江東区大島,35.68987813181818,139.83359025454547
510,豊島区長崎,35.731072870307166,139.68713468600683
511,港区西麻布,35.65953511016949,139.7230834237288
512,板橋区赤塚,35.77772724401914,139.64361208373205
513,荒川区東尾久,35.7457731007371,139.7703344103194
514,足立区谷中,35.777263248000004,139.83321357600002
515,中央区日本橋馬喰町,35.69450732,139.78266116
516,世田谷区世田谷,35.64309561111111,139.6484424074074
517,渋谷区西原,35.67336752298851,139.67989481034482
518,江戸川区中央,35.708919584795325,139.87143654385966
519,豊島区東池袋,35.729654256,139.720545568
520,品川区南大井,35.59303275,139.734899484375
521,墨田区業平,35.70775919387755,139.8131424183673
522,大田区千鳥,35.5712379537037,139.69251107407408
523,目黒区祐天寺,35.6379872881356,139.69356040677965
524,北区神谷,35.77064148543689,139.73145573786408
525,足立区竹の塚,35.793469483870965,139.79539160573475
526,荒川区西日暮里,35.733334342261905,139.76996554166666
527,練馬区豊玉北,35.73465581725888,139.6601103502538
528,練馬区練馬,35.74066751546392,139.6517196701031
529,杉並区阿佐谷北,35.7097325066313,139.6364803607427
530,豊島区南長崎,35.72693259786477,139.68561460142348
531,板橋区成増,35.781319025362315,139.63252841304347
532,港区白金台,35.63712588429752,139.72535354545457
533,葛飾区東新小岩,35.724630065743945,139.8589288096886
534,世田谷区松原,35.664017314666665,139.64956852266667
535,大田区本羽田,35.547609289719624,139.73170740186916
536,目黒区五本木,35.635197512048194,139.68699591566266
537,新宿区百人町,35.70452760150376,139.69822886466167
